Complex,binder_rmsd_aligned_on_binder,binder_rmsd_aligned_on_target
carson.vaux.baker1_18,0.90086937,73.58072
cbrown.cbrown_0005_2_egfr_l81_s801188_mpnn1_model1,0.2682672,5.637166
ccalia.paesani_lab_design1,20.103714,59.531197
ccalia.paesani_lab_design2,18.139835,24.329504
ccalia.paesani_lab_design3,22.511541,28.02336
ccalia.paesani_lab_design8,12.730728,46.290756
ccalia.paesani_lab_design9,11.247086,13.62978
cchallacombe.1,3.0362809,100.65525
cchallacombe.4,2.84485,66.40138
cchallacombe.6,3.0570312,119.92367
chenceshi1105.steven_binder_design_l75_s60968_it100_mpnn0,0.3975349,5.0999026
chenceshi1105.steven_binder_design_l82_s44755_it100_mpnn6,0.4898407,8.960618
chenceshi1105.steven_binder_design_l89_s48081_it100_mpnn4,0.23368724,8.0473995
christoph.gruber.binder12_1,10.320562,26.146803
christoph.gruber.upperbinder_scaffold1_lowerbinder,11.385016,19.754831
christoph.gruber.upperbinder_scaffold2_lowerbinder,11.966824,29.80243
christoph.gruber.upperbinder_scaffold3_lowerbinder,15.694371,36.577557
christoph.gruber.upperbinder_xten_lowerbinder,16.115026,40.122105
chrisxushaoyong.hu_nano1_1_ff3e18,1.0265638,44.374878
chrisxushaoyong.hu_nano1_3_eef94e,1.0128235,8.407379
chrisxushaoyong.hu_nano1_5_559c85,1.371112,48.802723
chrisxushaoyong.hu_nano2_2_7ef96e,1.5622137,64.20521
chrisxushaoyong.hu_nano2_4_85252b,1.067738,66.53364
chuh.egfr_seg1_l58_s941869_mpnn2,0.1841199,7.262813
chuh.egfr_seg2_l58_s53469_mpnn1,0.26162517,5.131795
chuh.egfr_seg2_l62_s244475_mpnn4,0.6647717,68.98525
colby.tupegfr_001___anti-egfr_fv-like_protein_diffused_with_evodiff,19.232939,46.412563
colby.tupegfr_006___anti-egfr_fv-like_protein_diffused_with_evodiff,21.324722,61.162315
colby.tupegfr_010___anti-egfr_fv-like_protein_diffused_with_evodiff,13.257959,36.12332
colby.tupegfr_012___anti-egfr_fv-like_protein_diffused_with_evodiff,25.84448,45.67824
colby.tupegfr_018___anti-egfr_fv-like_protein_diffused_with_esm3,2.5526805,69.62388
coreyhowe99.corey82,0.28690243,4.6623645
darius.szablowski.egfr_binder_1___top_binder_1,0.42146748,3.6346016
darius.szablowski.egfr_binder_2___ggggs_3_linked_top_binders_1_and_2,14.090195,52.434677
darius.szablowski.egfr_binder_3___ggggs_3_linked_top_binders_1_rev_and_2_rev,17.39318,50.81734
darius.szablowski.egfr_binder_4___ggggs_3_linked_top_binders_1_and_2_efficiently_evolved,20.87405,59.860157
darius.szablowski.egfr_binder_5___ggggs_3_linked_top_binders_1_and_2_efficiently_evolved_and_sapiens_evolved,18.461758,51.821693
deepsatflow.6aru_final_chain_a_domain_3_l138_s466479_mpnn9,0.5402373,34.046
deepsatflow.6aru_final_chain_a_domain_3_l142_s806907_mpnn1,0.3968266,5.1953483
deepsatflow.6aru_final_chain_a_domain_3_l147_s945609_mpnn1,0.33728454,4.3255453
dre.lgdl_egfr_001,9.850875,65.11773
dre.lgdl_egfr_008,10.358935,30.18651
duynth29.duy_l111_mpnn14,0.37220156,3.1737304
duynth29.duy_l111_mpnn14_i36m__l80m_l42m,0.5199202,4.606858
duynth29.duy_l111_mpnn14_l80m_l42m,0.84060997,5.4654164
duynth29.l148_mpnn1,0.92772806,3.8252604
duynth29.l88_mpnn5,0.5518139,19.10142
eceiiitn786.8s2,11.175977,44.261555
elian.elian1,0.6532067,7.500501
elian.elian2,1.6320124,6.930901
elian.elian3,0.80439126,7.8870482
elian.elian4,0.7380051,7.8291864
elian.elian5,0.40352756,4.367037
enzo.morro.design_0_n_0_mpnn_1.117_plddt_0.713_i_ptm_0.082_i_pae_27.542_rmsd_25.669,8.087469,26.614067
enzo.morro.design_0_n_1_mpnn_1.085_plddt_0.817_i_ptm_0.076_i_pae_28.084_rmsd_25.372,1.858672,43.007942
enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,1.3158652,84.555725
fernando.meireles.design_hybrid_partial_diff_4_31_binder,9.686586,32.349136
fernando.meireles.design_hybrid_partial_diff_7_1_binder,10.266055,62.45141
fernando.meireles.design_hybrid_partial_diff_9_54_binder,7.5052123,52.55067
fgndd1.fg_seq1,0.67351556,5.727118
flowuenne.nf-proteindesign_design10,0.8430952,82.3024
flowuenne.nf-proteindesign_design7,6.5257845,28.92218
flowuenne.nf-proteindesign_design8,15.875824,32.74382
gitter.yolo23,0.89607537,2.368087
gitter.yolo46,0.8819239,4.311318
gitter.yolo48,0.83798367,5.3543262
hughy.4krp_b_a_89_rnd3_full,1.509316,83.880905
hughy.7om4_b_a_17_rnd2_v2_full,2.0923944,44.976715
hughy.7om4_b_a_180_rnd1_v1_full,0.5259692,8.811954
hughy.7om4_b_a_33_rnd2_v2_full,0.58878607,65.50098
hughy.7om4_b_a_8_rnd2_v2_full,0.8147625,51.55893
huiyu.cai.h3_15_2431_h,1.8669944,60.287548
huiyu.cai.h3_15_2847_h,1.0560056,9.861192
huiyu.cai.h3_15_3351_h,2.4297073,64.35323
huiyu.cai.h3_15_4373_h,0.6225258,27.821758
huiyu.cai.h3_15_877_h,0.6344955,25.231216
jack.li.egfrbindingcandidate_7,5.581399,106.017944
jakublala.epitope_1_20aa.pdb,8.962146,59.21373
jakublala.epitope_1_30aa.pdb,0.8978683,60.56206
jakublala.epitope_2_30aa_1.pdb,11.9259,23.24447
jakublala.full_dibinder_45aa.pdb,6.084541,13.269716
jakublala.full_dibinder_45aa_2.pdb,3.5577307,20.80148
joaosartori2.c1,14.083464,20.031702
joaosartori2.c3,9.367313,11.766833
joaosartori2.c4,9.476543,12.059337
joaosartori2.c6,14.836813,19.68461
joel.rf_diffusion_trim_3,12.671413,47.484962
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_211_iter_150,0.8901892,5.5881815
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_89_iter_216,0.9034465,4.1400895
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_98_iter_184,0.9361124,46.511414
jude.wells.21.panitumumab_fused_trimmed_crossbreed3,1.3015313,6.1538706
jude.wells.21.panitumumab_fused_trimmed_task_12_iter_123,2.127675,45.961098
julian.faust.becotatugxpimurutamab_scfv,3.2532644,12.919894
julian.faust.demupitamab_mpnn_19_scfv,2.6469097,10.188224
julian.faust.pimurutamab_mpnn_17_scfv,2.011571,10.704443
julian.faust.pimurutamab_mpnn_18_scfv,3.4553044,24.00086
julian.faust.pimurutamabxbecotatug_scfv,2.6983304,11.338157
julie.jg26n,0.38702354,10.857347
julie.rj0aa,0.24863176,6.6246815
julie.ryfqy,0.22115713,6.4261355
junhee.park1999.egfr_binder_6,3.4973314,54.18137
junhee.park1999.egfr_binder_7,3.0222304,65.762146
junhee.park1999.egfr_binder_9,2.32573,12.514684
jvogt4.vogt_scfv_0128,2.6152093,34.60024
jvogt4.vogt_scfv_2009,2.6686542,15.27772
jvogt4.vogt_scfv_2143,2.1112077,66.14766
jvogt4.vogt_scfv_2279,1.9950882,17.562183
jvogt4.vogt_scfv_2470,2.5329561,64.86769
karmanyaaggarwal.ds002542,0.3389561,42.199577
karmanyaaggarwal.ds003076,0.48220214,14.877152
karmanyaaggarwal.ds004729,0.41860297,13.895062
keaun.gafpvvfkadiarvsefvaigpstgylgslttmsgvnq,13.178128,27.680494
keaun.gifgvvfkadiarvsidvaidystgylgslttfsgcnq,8.038806,23.73676
keaun.gwfgvvfkadiagvsekvaielsggyegslttpsgwnq,6.6987605,28.481808
keaun.gwfgvvfkadiardsefvailesqgylssittfsgwnq,8.639317,13.605627
keaun.gwfgvvfkadiarvsefvaiglstgplgsestfsiwrq,6.130656,17.990582
kerrding.seq5,2.5548916,3.131088
kerrding.seq6,3.2612963,4.115201
kerrding.seq7,10.317195,11.677096
kerrding.seq8,11.134803,13.759481
kerrding.seq9,3.3639529,59.8362
klima.jason.8hgo_design_4yyaf_0_0,8.852612,52.602734
klima.jason.8hgo_design_8gswy_1_2,10.565258,38.595688
klima.jason.8hgo_design_94eja_1_5,15.281826,28.92347
klima.jason.8hgo_design_jt8s1_0_3_proteinmpnn_20,8.349073,48.661907
klima.jason.8hgo_design_vdcjs_1_2,11.275753,36.98735
kurumida.yoichi.mg_05,0.49388286,8.80005
lennart.nickel.egfr_l114_s69310_mpnn7,0.557844,6.5818434
lennart.nickel.egfr_l139_s63093_mpnn2,0.96260417,7.702696
lennart.nickel.egfr_l170_s20625_mpnn10,0.99947876,5.457483
lennart.nickel.egfr_l179_s82283_mpnn1,1.2615054,8.506613
lennart.nickel.egfr_l98_s70756_mpnn3,2.779537,48.139545
lhallee.lhallee_128_driveid_1_2,20.431608,43.390816
lhallee.lhallee_128_driveid_3_4,15.42916,38.947067
lhallee.lhallee_20_on_target_2000,6.135405,65.49448
lhallee.lhallee_40_full_driveid_8_9,8.505584,26.256828
lhallee.lhallee_40_target_driveid_10,11.292557,21.860132
lyu.1,0.76768565,6.534225
lyu.2,0.81236917,7.8732696
lyu.3,0.34680104,61.33787
markus.braun.egfr_binder_1,0.3490811,7.953347
markus.braun.egfr_binder_3,0.5164291,63.57669
markus.braun.egfr_binder_6,0.28163305,6.060849
markus.braun.egfr_binder_7,0.59222245,62.999187
markus.braun.egfr_binder_8,10.451189,72.03359
martin.egfr_l111_s89744_mpnn1,0.9437823,6.213877
martin.egfr_l121_s46924_mpnn18,1.1346064,20.746021
martin.egfr_l142_s75963_mpnn1,2.9512293,50.734848
martin.egfr_l165_s31019_mpnn3,0.85365826,8.947501
martin.egfr_l177_s77884_mpnn7,1.8520098,110.35121
maxall4.egfr_ed_binder_l124_s860500_mpnn1_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_d81n_round1_chain_a,0.8165453,5.0510774
maxall4.egfr_ed_binder_l132_s581930_mpnn1_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_r79a_round1_chain_a,0.6160302,2.0062697
maxall4.egfr_ed_binder_l134_s906486_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_g108s_round1_y80d_chain_a,0.4608437,4.381527
maxall4.egfr_ed_binder_l134_s906486_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_g108s_round1_chain_a,0.4174835,7.8707733
maxall4.egfr_trim_l126_s498823_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_l39g_round1_chain_a,3.1878977,11.257545
mchrnwsk.marta_chronowska_dom1_l99_s666690_mpnn16,0.29439214,8.724715
merlettaia.seq0v3,3.1978774,82.49602
merlettaia.seq0v4,0.9386604,22.837128
merlettaia.seq52v3,1.7177727,51.551777
merlettaia.seq6v4,2.2176702,22.916775
merlettaia.seq70v3,3.5067732,67.31376
minji.lee.111,3.8257189,58.185383
minji.lee.3458,1.3182853,91.488945
minji.lee.386,0.7311159,108.60209
minji.lee.3995,0.99342036,69.203476
minji.lee.459,0.75594956,4.436501
mlange05.a,0.89501595,64.423035
mlange05.b,2.004003,41.589523
mlange05.c,1.546132,83.78827
mosquitolkfo.nab_design_1,1.1129836,59.598534
mosquitolkfo.nab_design_3,0.86079216,59.66895
mosquitolkfo.nab_design_6,1.8632627,56.01971
mosquitolkfo.nab_design_7,1.6750518,65.21768
mosquitolkfo.nab_design_9,1.6948311,73.404396
nhaas.2,1.7717713,65.896255
nhaas.3,1.7767813,8.623105
nhaas.4,8.252053,118.37313
nhaas.6,10.79875,63.91079
nhaas.8,2.0785794,123.323296
nicholas-schnicker.schnick_04,1.7981186,5.1230497
niklas.7a72d922-1677-4fc8-9315-d7996ba05d8e_l150_s530325711_mpnn12,1.4117321,13.765917
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn19,0.69791436,5.594788
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn2,0.45466885,8.608369
niklas.e5a28fa3-3501-41c2-922c-ec848e0bc020_l81_s514858345_mpnn4,0.4442737,6.1648207
niklas.ee4629a9-322f-48f0-884d-8f4418db9bce_l151_s241659642_mpnn11,0.5061304,3.9231074
nitesh.mishra3.stepwise_egf_based_egfr_binder_3,1.4583782,20.399385
nitesh.mishra3.stepwise_rfdiff_egfr_binder_1,0.44892696,4.17813
nitesh.mishra3.stepwise_scaffold_egfr_binder_6,0.6582474,6.1855497
noah.holzleitner.noah_egfr-binder_1,0.37770894,3.9830225
noah.holzleitner.noah_egfr-binder_2,0.25823697,3.1314135
noah.holzleitner.noah_egfr-binder_3,0.29366758,3.1022804
noah.holzleitner.noah_egfr-binder_4,0.36781788,75.586296
noah.holzleitner.noah_egfr-binder_8,1.278424,45.698532
pastei5.egfr_binder_01,15.379353,78.278694
paulafcfranklin.synth_rosetta_1,9.905999,21.99048
paulafcfranklin.synth_rosetta_10,0.57643926,1.5165197
paulafcfranklin.synth_rosetta_2,4.2250423,43.612663
paulafcfranklin.synth_rosetta_3,12.226448,17.265692
paulafcfranklin.synth_rosetta_4,9.136898,53.344707
paulafcfranklin.synth_rosetta_5,6.664877,19.08333
paulafcfranklin.synth_rosetta_6,13.583061,17.340265
paulafcfranklin.synth_rosetta_7,11.773642,13.6873045
paulafcfranklin.synth_rosetta_8,10.824414,20.295835
paulafcfranklin.synth_rosetta_9,10.86466,15.790888
praghava531.seq2,0.37329042,36.864674
qilin_y.test4,1.5233175,74.739456
qilin_y.test5,1.2502983,39.66958
qilin_y.test6,4.475335,36.887794
qilin_y.test7,15.737676,38.8347
qilin_y.test8,6.496477,44.037476
qxy615.s1_rfd_base_46_60,2.0090728,78.03309
qxy615.s1_rfd_base_46_94,0.51148665,12.212852
qxy615.s1_rfd_comp_beta_782_81,1.7023928,54.52418
qy.qilin.yu.10-13-21_sample267_complex_42_complex,1.0759037,7.415468
revoli.mutated_nab_5,0.9922487,50.739986
revoli.mutated_nab_8,1.0037433,72.57826
revoli.mutated_nab_9,0.6018869,44.71507
rohith.mohan.model_67_69_2,3.3469296,56.76656
round1zeroshot.k5q_n70s_k71r_n73t_s87t_n88d_r179k_k183r_e213d_s214p,1.4581753,7.8083153
s1995825.cotimed_egf_netsolp_usability_1,7.0151916,52.05954
s1995825.cotimed_egf_netsolp_usability_2,3.1011171,20.580698
s1995825.cotimed_egf_netsolp_usability_3,1.0221283,1.5577583
s1995825.cotimed_egf_netsolp_usability_4,0.9729203,1.6367555
s1995825.cotimed_egf_netsolp_usability_5,8.941399,47.7686
s1995825.cotimed_egf_netsolp_usability_6,7.464368,12.378423
s1995825.cotimed_egf_netsolp_usability_7,11.337571,48.597103
s1995825.cotimed_egf_netsolp_usability_8,2.9807894,4.48517
s1995825.timed_egf_netsolp_usability_consensus_1,1.0411485,2.096135
s1995825.timed_egf_netsolp_usability_consensus_2,7.486954,9.129239
salireza111.seq119_3_001_8,1.4375218,66.65878
salireza111.seq166_1_001_7,0.48722842,22.744757
salireza111.seq166_3_002_4,0.69936794,11.032828
salireza111.seq166_7_003_9,0.52925,12.037022
salireza111.seq206_1_001_6,14.743718,68.95759
silvia.toscani.b_egfr_6,0.45848042,52.99887
spacecruiser42.d2_prompt_binder_t0.8_42,0.5238001,41.936012
spacecruiser42.d2_prompt_binder_t0.8_88,3.7539802,12.641026
spacecruiser42.d2_prompt_binder_t1.0_139,1.2294487,42.625355
spacecruiser42.d2_prompt_binder_t1.0_22,2.1963012,32.661346
spacecruiser42.d2_prompt_binder_t1.0_37,4.1001887,45.50975
ssomani.17,0.4421551,13.732997
stocco.filippo.1.3.3.18_13_0_iteration12_1.0279718223732435,9.971569,45.879253
stocco.filippo.1.3.3.18_37_0_iteration3_1.024851931427025,6.6549325,40.232388
stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,14.192568,26.259165
stocco.filippo.1.3.3.18_4_2_iteration0_1.0407930462953479,13.416389,19.122286
stocco.filippo.1.3.3.18_51_2_iteration3_1.0356664070457622,11.450994,47.362064
stocco.filippo.1.3.3.18_65_0_iteration3_1.028317065130863,10.037366,28.484337
tadaskluonis.cotimed_egf_bcseq_0,10.444498,15.023448
tadaskluonis.cotimed_egf_bcseq_1,11.955513,14.298193
tadaskluonis.cotimed_egf_bcseq_2,8.913684,19.979021
tadej.satler.egfr_binder_3,0.31398115,8.429956
tarkhov.andrey.erithacus_rubecula_gigantus_1,16.678755,42.304737
tarkhov.andrey.erithacus_rubecula_gigantus_4,42.319035,58.85006
tarkhov.andrey.erithacus_rubecula_gigantus_7,24.102934,59.261246
tarkhov.andrey.erithacus_rubecula_gigantus_8,19.524485,61.275352
tarkhov.andrey.erithacus_rubecula_gigantus_9,18.295338,68.49321
tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,13.413349,16.847225
tim.silica_corpora_regions_sampled_epitope_0_generated_variant_6_rank_7_phase_2,1.8712313,14.362197
tim.silica_corpora_regions_sampled_epitope_2_generated_variant_8_rank_3_phase_2,2.8894536,76.79957
tim.silica_corpora_sampled_epitope_0_generated_variant_1_rank_8_phase_2,1.0828084,69.07883
tim.silica_corpora_sampled_epitope_0_generated_variant_8_rank_1_phase_2,1.0391225,18.77525
tim.silica_corpora_sampled_epitope_2_generated_variant_9_rank_6_phase_2,1.0503166,15.977644
toluwase.fatoki.toluwase_sequence3_119,13.51053,22.786903
toluwase.fatoki.toluwase_sequence4_148,16.68573,47.28657
toluwase.fatoki.toluwase_sequence6_112,16.752195,75.722694
wtj19921231.egfr_binder_design_208_dldesign_0_cycle1_run5_af2pred.pdb_a,8.825132,29.752201
x.rustamov.p_vhh_partial_1_32,0.44212335,42.31472
x.rustamov.traj_11_8_model_5_0,0.6872101,53.759212
x.rustamov.traj_4_8_model_1_5,1.3770963,55.218006
x.rustamov.traj_6_1_model_1_8,6.303378,8.293788
x.rustamov.traj_9_8_model_1_0,1.0660436,89.24686
xiuming_li2015.eureka_seq_1,1.420117,7.607564
xiuming_li2015.eureka_seq_3,2.4157927,11.131379
xiuming_li2015.eureka_seq_4,2.0239387,10.72341
youngsuko2000.fast4,13.175782,17.803078
youngsuko2000.last,12.095093,17.630941
youngsuko2000.queen,10.991339,14.8314085
z_peplib.pepseq_design_6,20.435686,65.252174
z_peplib.pepseq_design_8,10.413556,87.96537
z_peplib.pepseq_design_9,16.066154,65.616356
zalavi.shortrustamov_ggg_zalavi3,8.814031,25.37364
zalavi.zalavi3_ggg_shortpacesa,7.309573,43.588657
zalavi.zalavi3_mergedaltered_rustamov,11.35797,27.6526
zhoup1366.dbz1___a,0.4356988,12.580587
zhoup1366.dbz10___a,0.6797351,83.07326
zhoup1366.dbz6___a,1.8543141,52.215275
zhoup1366.dbz7___a,1.6302019,85.679855
zhoup1366.dbz8___a,3.099419,49.31761
zulfatmi.pocket1pep78,3.174656,38.62961
zulfatmi.pocket2pep63,3.6389742,19.684174
zulfatmi.pocket7pep42,3.4400775,66.44111
