name,binding_strength,binding,expression,pae_interaction,design_models,mean_plddt_A,mean_plddt_B,interface_pae_AB,interface_contact_mean,interface_contact_max,interface_contact_sum,binding_bool,binding01
julian.faust.pimurutamab_mpnn_17_scfv,medium,true,high,15.359935522302084,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",86.7103311910873,90.22526267767222,13.24363536388987,0.0004294149221685,0.97,65.6,True,1.0
youngsuko2000.ysar,medium,true,medium,9.111069703243617,"[""Custom generative""]",80.69361991641497,86.80751577054515,12.839254083275822,0.0027547734069473,0.98,95.8,True,1.0
human_egf,medium,true,high,,,79.85400233832831,87.5085345780634,13.3595084009358,0.0025746665451341,0.98,84.74,True,1.0
stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,medium,true,medium,8.529263434126559,"[""Custom PLM""]",83.11962611313257,87.28287291812563,12.187612572314668,0.0028064054392556,0.98,94.11,True,1.0
a.tucs.andrejs_tucs_seq5,medium,true,high,8.48163703018467,"[""ProteinMPNN/LigandMPNN""]",87.46655647659875,87.27487758461338,11.283554322129714,0.0029101997464624,0.98,84.94,True,1.0
a.tucs.andrejs_tucs_seq3,medium,true,high,8.171624524617124,"[""ProteinMPNN/LigandMPNN""]",86.03211758268581,86.77619643601075,11.681327303251448,0.0030061328673724,0.99,87.74,True,1.0
a.tucs.andrejs_tucs_seq8,weak,true,high,8.20595282146161,"[""ProteinMPNN/LigandMPNN""]",87.07644134929762,86.42063771499299,11.062407921334842,0.0028307123034227,0.99,82.62,True,1.0
aureliabustos.wwt_noised_i_scaffold_shorted_var8423,weak,true,high,7.5771319187900605,"[""ProteinMPNN/LigandMPNN""]",86.75631589387365,86.53623193093672,11.341817435508826,0.0026323766221464,0.99,83.37,True,1.0
aureliabustos.wwt_noised_i_scaffold_shorted_var7524,weak,true,high,7.612131445170661,"[""ProteinMPNN/LigandMPNN""]",86.17823650171601,87.18342551797397,10.65194341826908,0.0026090113984402,1.0,82.63,True,1.0
aureliabustos.wwt_noised_i_scaffold_shorted_var9391,weak,true,medium,7.650617915443149,"[""ProteinMPNN/LigandMPNN""]",86.80396127903721,86.6668005557736,11.515897824508226,0.0026105901297717,0.99,82.67999999999999,True,1.0
aureliabustos.wt_noised_i_scaffold_shorted_var71,weak,true,high,7.815945028575037,"[""ProteinMPNN/LigandMPNN""]",87.34423098085328,86.7648154421533,11.093921884373716,0.0026194310252281,0.99,82.96,True,1.0
briannaughton.egfr_plus_egfr,weak,true,high,20.471320514786697,,60.870472292960805,88.88408786248414,26.04723308539733,0.0011323262530992,0.63,88.6,True,1.0
joaosartori2.c1,weak,true,medium,9.063599866733298,"[""ESM2/3""]",80.59443322863515,87.82811554502184,12.723021822422124,0.0024143483813648,0.99,86.96000000000001,True,1.0
julian.faust.pimurutamab_mpnn_18_scfv,weak,true,high,15.13038791354097,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",87.05134859567912,90.2243769780227,13.13709071390231,0.0004366809368576,0.97,66.71000000000001,True,1.0
a.tucs.andrejs_tucs_seq1,weak,true,high,8.33658118340357,"[""ProteinMPNN/LigandMPNN""]",85.43216352471259,86.8045287246146,11.587076438140269,0.002866687223764,0.99,83.67,True,1.0
aureliabustos.wwt_noised_i_scaffold_shorted_var6640,weak,true,high,7.57432746045278,"[""ProteinMPNN/LigandMPNN""]",86.97408243960545,86.83666057289003,11.13924726090114,0.0026311136370812,1.0,83.33,True,1.0
kerrding.seq5,weak,true,high,8.781259836538753,"[""Custom PLM""]",81.65343245869774,87.32149260109853,13.68636405067906,0.0024330811533436,0.95,80.08,True,1.0
deepsatflow.6aru_final_chain_a_domain_3_l142_s806907_mpnn1,weak,true,high,16.442775849946702,"[""BindCraft""]",87.70908771901321,89.89018145357757,10.614662856365245,0.0005477308294209,1.0,48.3,True,1.0
a.tucs.andrejs_tucs_seq7,weak,true,high,8.458012299996573,"[""ProteinMPNN/LigandMPNN""]",85.64181491902696,87.38892148041397,11.894117243978483,0.0026902388049474,0.99,78.52,True,1.0
s1995825.cotimed_egf_netsolp_usability_5,weak,true,high,8.236538698735737,"[""TIMED""]",83.87415612411874,86.98651793590125,11.71245074862096,0.0026669407612978,0.99,77.84,True,1.0
kerrding.seq6,weak,true,high,8.48117840974691,"[""Custom PLM""]",82.43966749309372,87.25116428560521,13.225935040865313,0.0024920244280375,0.96,82.02,True,1.0
briannaughton.2_plus_2,weak,true,high,23.90814956069724,,69.18154248743792,89.00591582542104,23.98841215357233,0.0005950363025115,0.68,84.25,True,1.0
jvogt4.vogt_scfv_2279,weak,true,medium,21.73219439899226,"[""Custom PLM""]",81.6160649795403,87.26445573447728,26.417956210067008,0.0003321256038647,0.34,51.15,True,1.0
gitter.yolo48,weak,true,high,14.063644914756026,"[""BindCraft""]",85.79619138764353,90.61240668500037,10.966311376939396,0.0008861794852133,0.99,34.669999999999995,True,1.0
alejandro.corrochano-navarro.eng_scfv_binder_2,weak,true,high,16.359907056614617,"[""Custom ensemble/diffusion""]",86.38258777078978,89.97578774763444,15.304849626823286,0.0003731098950294,0.86,55.84,True,1.0
"colby.tupegfr_012___anti-egfr,_fv-like_protein,_diffused_with_evodiff",weak,true,low,25.520563413848635,"[""Custom ensemble/diffusion""]",,,,,,,True,1.0
paulafcfranklin.synth_rosetta_1,weak,true,high,8.007924072554918,"[""Rosetta"",""ESM2/3""]",86.07659030001268,87.49864843570136,11.970871692036583,0.0026421170965879,0.97,86.96000000000001,True,1.0
biolucasmachado.engineered_binder_1,weak,true,high,9.067320922871897,"[""ProteinMPNN/LigandMPNN"",""Rosetta"",""ESM2/3""]",64.93775705050288,89.30850200837705,25.2180965073019,0.0013168415792103,0.82,47.43,True,1.0
mosquitolkfo.nab_design_3,weak,true,medium,26.84378383861437,"[""AlphaFold2""]",87.05752159480829,89.79711253430924,13.00197547770297,0.0006953478641256,0.91,54.84,True,1.0
deepsatflow.6aru_final_chain_a_domain_3_l147_s945609_mpnn1,weak,true,high,14.011977225672876,"[""BindCraft""]",88.36721916323896,89.15624833521115,10.42668835650202,0.0005106970324361,0.98,46.61999999999999,True,1.0
aswini.seed1,none,false,high,10.236850885668275,"[""Custom generative"",""Custom surrogate""]",39.271134666726354,87.03463886255015,29.38732367149759,0.0022666666666666,0.13,70.38,False,0.0
minji.lee.111,none,false,high,23.11533139074202,"[""Custom ensemble/diffusion""]",57.55636607702458,87.22006704316813,29.913276078010373,0.0011399943767093,0.27,44.6,False,0.0
allongoldberg.3_52_1_refined,none,false,high,13.305687600644122,"[""Rosetta""]",74.80533547369025,88.37610028332958,19.471029131898696,0.0011837212706777,0.8,40.43,False,0.0
qxy615.s1_rfd_base_46_94,none,false,high,13.146108595008052,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",68.90845010745277,87.91713775138537,19.513300120772943,0.001213516505636,0.87,48.23,False,0.0
elian.elian2,none,false,high,12.962525040257647,"[""Custom ensemble/diffusion""]",82.19026962577799,90.68622959789865,13.050040257648956,0.0009413848631239,0.98,58.46,False,0.0
klima.jason.8hgo_design_4yyaf_0_0,none,false,high,10.105766577739324,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",72.37671172045042,89.55856796337783,23.00653615978081,0.0005401735284928,0.84,44.95,False,0.0
enzo.morro.design_0_n_0_mpnn_1.117_plddt_0.713_i_ptm_0.082_i_pae_27.542_rmsd_25.669,none,false,high,26.30737756371316,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",71.22535582682416,86.68981516981907,28.661376763381448,0.0005741174655519,0.39,59.54,False,0.0
enzo.morro.design_0_n_1_mpnn_1.085_plddt_0.817_i_ptm_0.076_i_pae_28.084_rmsd_25.372,none,false,high,26.35974326708901,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",65.72178191374041,85.8939794942529,30.09566663773902,0.000475667023441,0.08,49.330000000000005,False,0.0
akash.arunabharathi.design4,none,false,high,26.32161163899287,"[""Custom ensemble/diffusion""]",58.84985556857294,87.59917743905176,30.403818877904687,0.0005413187446012,0.5,50.76,False,0.0
jack.li.egfrbindingcandidate_7,none,false,high,26.26892449860928,,77.78126698032571,86.0242449379298,30.658552920509447,0.0004381496120626,0.1,59.86000000000001,False,0.0
christoph.gruber.upperbinder_scaffold2_lowerbinder,none,false,high,26.194696124160146,"[""Custom ensemble/diffusion""]",68.59162182627124,85.64295331806912,24.63653034593814,0.0012110611360986,0.75,87.24000000000001,False,0.0
nitesh.mishra3.stepwise_scaffold_egfr_binder_6,none,false,high,9.178466783156884,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",84.12523535058267,90.48511341826894,15.507688354404358,0.0012608353033884,0.88,36.8,False,0.0
joaosartori2.c6,none,false,high,10.081403742573157,"[""ESM2/3""]",76.2289107358034,89.03665655932761,13.731531456493974,0.0025687156421789,0.97,92.52,False,0.0
biolucasmachado.engineered_binder_8,none,false,high,9.232076184130158,"[""ProteinMPNN/LigandMPNN"",""Rosetta"",""ESM2/3""]",80.46322185386381,87.5449388230349,13.639949469709588,0.0025720473096784,0.94,92.64,False,0.0
praghava531.seq2,none,false,high,9.296874932903918,,80.94805982456923,86.30892549880375,29.3793411164788,0.0007112184648416,0.2,53.00000000000001,False,0.0
tim.silica_corpora_sampled_epitope_2_generated_variant_9_rank_6_phase_2,none,false,high,26.24968472604836,"[""Custom PLM""]",77.2516170635122,87.51848520222904,29.10105801093944,0.000734618916437,0.33,55.2,False,0.0
cameron.kroll.gertrude_gen6,none,false,high,26.23355620186883,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",79.35552461623041,87.08951623003436,29.034759604324822,0.0002606066581221,0.17,23.79,False,0.0
klima.jason.8hgo_design_94eja_1_5,none,false,high,9.469681348014682,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",48.96607089247599,86.44959213306406,30.49041940491216,0.0007417562490026,0.06,51.13000000000001,False,0.0
areddy.egfr_l169_s781475,none,false,high,9.18553097218649,"[""BindCraft""]",86.51458497756306,89.55183646831748,12.167046851327786,0.000609724723437,0.99,63.99000000000001,False,0.0
markus.braun.egfr_binder_3,none,false,high,26.04158795491143,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",88.37220877841108,88.559144456389,10.034244122383251,0.0008765861513687,1.0,136.08999999999995,False,0.0
qxy615.s1_rfd_comp_beta_782_81,none,false,high,10.076692538915726,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",76.20462596377712,88.05693498549395,26.19685882984434,0.0004824476650563,0.6,22.47,False,0.0
kerrding.seq9,none,false,high,9.160533375869717,"[""Custom PLM""]",59.59815748150017,88.64721851166532,29.9599550329657,0.0007738583538419,0.14,25.47,False,0.0
bronte.egfr_binder_4_91,none,false,high,16.514952413394443,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",74.98224683205773,87.08988538015645,28.811837813287084,0.0006717866138155,0.28,32.54,False,0.0
merlettaia.seq0v3,none,false,high,25.45761844555153,"[""ESM2/3""]",73.0714767938762,85.59230803643185,30.13211302334944,0.0009157357085346,0.18,72.79,False,0.0
wtj19921231.egfr_binder_design_208_dldesign_0_cycle1_run5_af2pred.pdb_a,none,false,high,10.910555072463769,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",48.86744758663205,87.48656547892898,29.7889307568438,0.0014940418679549,0.12,46.39,False,0.0
alessio.daddio.ad_9,none,false,high,10.879926033279656,"[""BindCraft"",""RSO""]",87.64291599763409,90.23284908472674,11.881281803542675,0.0005288244766505,0.97,49.26,False,0.0
markus.braun.egfr_binder_1,none,false,high,26.48503845410628,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",89.04866615905156,88.73335957817116,9.282667954911435,0.000679420289855,0.99,105.47999999999998,False,0.0
aswini.seed2_1,none,false,high,10.67327117552335,"[""Custom generative"",""Custom surrogate""]",50.7578009054272,87.70632432087915,28.892112721417067,0.0019642512077294,0.14,60.99,False,0.0
nicholas-schnicker.schnick_04,none,false,high,10.405895311388235,"[""BindCraft""]",84.89406898501831,90.93847792372937,12.548831591955963,0.0006225892221847,0.97,33.25,False,0.0
maxall4.egfr_trim_l126_s498823_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_l39g_round1_chain_a,none,false,high,10.691961378217416,"[""BindCraft""]",82.31523637404304,89.34163852122313,12.693930680162564,0.0005977302354113,0.96,46.77000000000001,False,0.0
paulafcfranklin.synth_rosetta_3,none,false,high,8.839302848575711,"[""Rosetta"",""ESM2/3""]",84.20445429464118,87.48667295675942,11.806052529290907,0.0024509967238602,0.98,88.28,False,0.0
paulafcfranklin.synth_rosetta_5,none,false,high,8.972940890665779,"[""Rosetta"",""ESM2/3""]",83.60173147669028,87.82082112130627,12.022394358376369,0.0025048586817702,0.98,90.22,False,0.0
tim.silica_corpora_regions_sampled_epitope_0_generated_variant_6_rank_7_phase_2,none,false,high,27.154146601240058,"[""Custom PLM""]",77.61725562157699,87.62760498467729,29.90156719540492,0.0004363041576324,0.14,34.41,False,0.0
antorsae.ta_4_4,none,false,high,7.842798409822867,"[""ProteinMPNN/LigandMPNN""]",60.66137403038157,88.47498900187531,28.17696759259259,0.0019072061191626,0.29,37.9,False,0.0
alex.naka.charmeleon,none,false,high,7.848187153336911,"[""ESM2/3"",""EvoProtGrad""]",83.22268111118392,90.17963428130471,14.96193236714976,0.0015773841474324,0.95,44.08,False,0.0
paulafcfranklin.synth_rosetta_2,none,false,high,7.8540616871051645,"[""Rosetta"",""ESM2/3""]",86.3353566627151,87.89446974721363,11.431016970147406,0.0026492629753499,0.99,85.55000000000001,False,0.0
stocco.filippo.1.3.3.18_37_0_iteration3_1.024851931427025,none,false,high,7.904691000178923,"[""Custom PLM""]",81.95648643359401,90.66599048170494,15.336017176596886,0.0011547682948649,0.96,32.27,False,0.0
s1995825.cotimed_egf_netsolp_usability_2,none,false,high,7.916646280878472,"[""TIMED""]",85.77367469930132,87.72357024015712,10.86032137595505,0.0027460855860485,0.97,80.15,False,0.0
biolucasmachado.engineered_binder_5,none,false,high,7.962992382014121,"[""ProteinMPNN/LigandMPNN"",""Rosetta"",""ESM2/3""]",87.9273200554011,87.59461065647592,10.613709277839714,0.0028864734299516,0.99,93.21,False,0.0
begonia.sp.13.egfr_l110_s478327_mpnn7_model2,none,false,high,10.936547870004391,"[""BindCraft""]",86.01206316917411,89.69560436770384,10.940645586297762,0.0009979505196896,0.99,68.17,False,0.0
elian.elian1,none,false,high,12.866124718196458,"[""Custom ensemble/diffusion""]",84.10745870849202,90.59995015382596,12.003541062801933,0.0009987117552334,0.99,62.02,False,0.0
elian.elian5,none,false,high,11.181468276972623,"[""Custom ensemble/diffusion""]",84.09919193949017,90.64374115310414,12.035041867954911,0.000991304347826,0.99,61.55999999999999,False,0.0
klima.jason.8hgo_design_8gswy_1_2,none,false,high,11.65567783816425,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",49.528475198277086,85.94498649248358,29.36181058776168,0.0010777727455716,0.31,85.67,False,0.0
julie.jg26n,none,false,high,12.780310950080516,,88.02854274815262,91.0623632098687,9.97632850241546,0.001780998389694,0.97,55.3,False,0.0
qilin_y.test5,none,false,high,12.718876435856146,"[""Custom generative""]",70.78541959645692,87.52684458813863,29.15619967793881,0.000866344605475,0.15,40.35,False,0.0
julie.ryfqy,none,false,high,12.693859742351044,,78.53964179738362,89.121229883232,19.713639291465377,0.0014888888888888,0.79,46.23,False,0.0
huiyu.cai.h3_15_3351_h,none,false,high,25.4887094262786,"[""Custom PLM""]",79.10109070678412,87.0431376610795,29.904266645373365,0.0008074153923956,0.13,60.67000000000001,False,0.0
begonia.sp.13.egfr_l61_s456546_mpnn1_model1,none,false,high,12.526772392492276,"[""BindCraft""]",82.4764883825451,90.51593236955904,14.029352445817166,0.0010440590269528,0.95,39.55,False,0.0
elian.elian3,none,false,high,12.378778904991949,"[""Custom ensemble/diffusion""]",86.6034873049132,90.9113560818139,10.876760064412238,0.0010595813204508,0.99,65.8,False,0.0
lyu.2,none,false,high,12.259662962962963,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",84.48705615176301,89.97783321709514,11.428661835748793,0.0010914653784219,0.99,67.77999999999999,False,0.0
alessio.daddio.ad_1,none,false,high,12.060652621220257,"[""BindCraft"",""RSO""]",88.12166003797726,90.45464940192112,10.659468599033818,0.0012977276793701,0.98,72.53000000000002,False,0.0
dre.lgdl_egfr_008,none,false,high,9.720647936265784,"[""Custom generative""]",20.865817635345632,87.79435827117022,30.36333587592169,0.0033591829816086,0.16,79.27000000000001,False,0.0
noah.holzleitner.noah_egfr-binder_8,none,false,high,12.007883876162278,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",83.05887164265197,89.43071137048106,12.887231832112615,0.0016412134434574,0.93,63.18999999999999,False,0.0
salireza111.seq166_3_002_4,none,false,high,11.90701222517993,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",68.47782412227166,87.50467876894524,24.99760425909494,0.0015268329554043,0.5,46.46000000000001,False,0.0
pastei5.egfr_binder_01,none,false,high,25.60860899758454,"[""AlphaFold2""]",61.65222527801217,87.47189693306697,29.07064412238325,0.0006580112721417,0.25,32.69,False,0.0
zhoup1366.dbz7___a,none,false,high,25.752589658560552,"[""Custom PLM""]",77.21444068852257,87.19115396250534,30.219988263871823,0.0008937198067632,0.21,65.49,False,0.0
cameron.kroll.gertrude_gen3,none,false,high,25.774054410814248,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",87.26377383239597,90.24690412335644,10.85720091579305,0.0006281288682944,0.98,57.34,False,0.0
elian.elian4,none,false,high,11.7371306763285,"[""Custom ensemble/diffusion""]",86.21242332422992,90.92929635964362,11.358900161030595,0.000998228663446,0.99,61.99,False,0.0
cbrown.cbrown_0005_2_egfr_l81_s801188_mpnn1_model1,none,false,high,11.379012544482215,"[""BindCraft""]",88.42102332529294,90.41867119358524,10.623778851315084,0.000700383690185,0.99,35.23,False,0.0
merlettaia.seq6v4,none,false,high,26.122251051893407,"[""ESM2/3""]",81.40506931283157,87.56744056995288,27.90044673004,0.0004255623084515,0.43,32.77,False,0.0
martin.egfr_l142_s75963_mpnn1,none,false,medium,25.45604097208048,"[""BindCraft""]",75.21305786242458,88.09120416268289,21.639640743008776,0.0005832256015966,0.63,51.43,False,0.0
enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,none,false,high,26.06944246772156,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",68.80147942687493,86.22052938543382,30.335203023903883,0.0005482754298166,0.13,56.86000000000001,False,0.0
alex.naka.venusaur,none,false,medium,7.662666988727858,"[""ESM2/3"",""EvoProtGrad""]",79.83784902392355,90.12267968847776,14.990219001610306,0.0011983896940418,0.97,37.21,False,0.0
x.rustamov.traj_9_8_model_1_0,none,false,medium,20.741966061787032,"[""AlphaFold2""]",77.25673887392226,86.242095426947,30.17866412265389,0.0010480520710699,0.12,77.45,False,0.0
keaun.gwfgvvfkadiagvsekvaielsggyegslttpsgwnq,none,false,medium,20.725911517925248,"[""Custom ensemble/diffusion""]",22.002705216855933,88.5294472789573,30.02206119162641,0.0032299347402322,0.12,76.22000000000001,False,0.0
keaun.gwfgvvfkadiardsefvailesqgylssittfsgwnq,none,false,medium,20.04073904568184,"[""Custom ensemble/diffusion""]",38.94894961009964,88.14089289160692,29.16137384524113,0.0026239511823035,0.19,61.92,False,0.0
zulfatmi.pocket1pep78,none,false,medium,20.012834641706927,"[""Custom PLM""]",30.47966891229153,87.68725686515201,28.47272544283414,0.0047977053140096,0.35,47.67000000000001,False,0.0
julian.faust.becotatugxpimurutamab_scfv,none,false,medium,14.63299025961274,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",87.37274934286877,90.48398911663732,12.557464357252268,0.0004504929107262,0.99,68.82000000000002,False,0.0
paulafcfranklin.synth_rosetta_9,none,false,medium,8.744530512521518,"[""Rosetta"",""ESM2/3""]",82.0412543980869,87.0117514926429,12.73554333944139,0.0024401688044866,0.98,87.89,False,0.0
tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,none,false,medium,9.519181642512075,,81.17060097137605,89.25443952104735,10.025056360708534,0.0031024154589371,0.99,96.33,False,0.0
salireza111.seq166_7_003_9,none,false,medium,10.140296920700646,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",74.83371227071012,89.09633864336341,21.3824345197016,0.0013943935061947,0.67,42.43,False,0.0
qilin_y.test4,none,false,medium,10.039347074610845,"[""Custom generative""]",65.63946637245553,87.19154203598617,30.06259796027912,0.0007718733225979,0.08,35.95,False,0.0
joaosartori2.c3,none,false,medium,9.904508162585376,"[""ESM2/3""]",78.41099928207538,88.55282793798428,13.791795768782274,0.0022027874951413,0.97,79.34,False,0.0
amirm.mhosseini.seq4,none,false,medium,9.892940631361467,"[""ProteinMPNN/LigandMPNN""]",75.8955516929653,89.72406973566888,17.924759213684563,0.001713000941877,0.97,56.38,False,0.0
aswini.seed1_1,none,false,medium,9.87916376811594,"[""Custom generative"",""Custom surrogate""]",42.22069707017268,87.48368282765742,29.15417713365539,0.002261191626409,0.2,70.21000000000001,False,0.0
biolucasmachado.engineered_binder_2,none,false,medium,9.74646523960242,"[""ProteinMPNN/LigandMPNN"",""Rosetta"",""ESM2/3""]",68.54302823583053,89.22485462327127,26.840388139263705,0.0012241101671386,0.47,44.09,False,0.0
alessio.daddio.ad_4,none,false,medium,9.413321256038646,"[""BindCraft"",""RSO""]",87.15554138470293,90.20511679241793,10.707860976918948,0.0020418679549114,0.98,76.08,False,0.0
biolucasmachado.engineered_binder_6,none,false,medium,8.788735771003386,"[""ProteinMPNN/LigandMPNN"",""Rosetta"",""ESM2/3""]",83.1889227981798,87.24484764127492,12.141376533955246,0.0026772724748736,0.97,96.43,False,0.0
joaosartori2.c4,none,false,medium,9.37106710533622,"[""ESM2/3""]",73.62153799210093,87.18040703610893,16.065603309456385,0.0024421122771947,0.95,87.96,False,0.0
amirm.mhosseini.seq1,none,false,medium,9.143162104133118,"[""ProteinMPNN/LigandMPNN""]",84.45427931464481,87.57803926098151,11.8711782071927,0.0025971551261406,0.99,96.77,False,0.0
biolucasmachado.engineered_binder_9,none,false,medium,9.12370436097144,"[""ProteinMPNN/LigandMPNN"",""Rosetta"",""ESM2/3""]",75.3578291370067,86.01653499155368,20.77475763252161,0.001814058956916,0.72,55.2,False,0.0
antorsae.ta525_0_0,none,false,medium,7.683807568438004,"[""ProteinMPNN/LigandMPNN""]",83.95154742144575,90.8460925358234,14.670056360708536,0.0012850241545893,0.98,31.92,False,0.0
