complex_id,mean_plddt_A,mean_plddt_B,interface_pae_AB,interface_contact_mean,interface_contact_max,interface_contact_sum
antorsae.ta397unsafety_2,83.21147383554774,88.77383134021115,17.69728142464715,0.0013057686842853082,0.85,27.569999999999997
antorsae.ta525_0_0,83.95154742144575,90.84609253582339,14.670056360708536,0.001285024154589372,0.98,31.92
antorsae.ta_4_4,60.66137403038157,88.47498900187531,28.17696759259259,0.0019072061191626407,0.29,37.9
antorsae.ta_4_5,61.82802091566637,88.60592133052123,26.882006129551716,0.0018747078073866295,0.29,36.09
antorsae.ta_5_1,88.0938884261144,90.4684344683831,13.495780051150897,0.0012048877522023303,0.97,25.44
antorsae.ta_5_2,60.1311986317335,88.42028382126843,28.897970038549747,0.0018006148440931052,0.21,36.900000000000006
antorsae.ta_5_3,62.47607596103333,88.78115067311903,28.256400966183573,0.0018503421900161032,0.3,36.77
areddy.egfr_l169_s781475,86.51458497756306,89.55183646831748,12.167046851327786,0.0006097247234370981,0.99,63.99000000000001
aswini.clipgen30,36.46308099786001,86.98460306444314,29.87958847736626,0.0017226695294328145,0.22,48.14
aswini.seed1,39.271134666726354,87.03463886255015,29.38732367149759,0.0022666666666666664,0.13,70.38
aswini.seed1_1,42.22069707017268,87.48368282765742,29.15417713365539,0.002261191626409018,0.2,70.21000000000001
aswini.seed2_1,50.7578009054272,87.70632432087915,28.892112721417067,0.001964251207729469,0.14,60.99
aswini.seed2_3,47.962104658475,87.25499115019154,28.52942351046699,0.0020444444444444447,0.26,63.480000000000004
aswinijavadi160197.8_a,74.10862610763974,89.10140653374293,28.472338164251205,0.00022995169082125602,0.1,14.28
aureliabustos.bce_var433,88.19630574401151,87.88371832588842,10.33429307568438,0.0027471819645732694,0.99,85.30000000000001
aureliabustos.bce_var464,88.30206214818638,88.72227735568394,9.770421900161029,0.0027561996779388084,0.99,85.58
aureliabustos.bce_var702,88.07359489707342,88.43184831572917,9.653014492753622,0.0027140096618357493,0.99,84.27000000000001
aureliabustos.wt_noised_i_scaffold_shorted_var71,87.34423098085328,86.7648154421533,11.093921884373717,0.0026194310252281266,0.99,82.96
aureliabustos.wwt_noised_i_scaffold_shorted_var6640,86.97408243960545,86.83666057289003,11.13924726090114,0.0026311136370812415,1.0,83.33
aureliabustos.wwt_noised_i_scaffold_shorted_var7524,86.17823650171601,87.18342551797397,10.651943418269079,0.002609011398440213,1.0,82.63
aureliabustos.wwt_noised_i_scaffold_shorted_var8423,86.75631589387365,86.53623193093672,11.341817435508826,0.0026323766221464434,0.99,83.37
aureliabustos.wwt_noised_i_scaffold_shorted_var9391,86.80396127903721,86.6668005557736,11.515897824508226,0.0026105901297717154,0.99,82.67999999999999
baptiste.roelens.ognk,86.71872267689172,89.55632899669045,11.392926155969633,0.0017420059811364158,0.99,60.58
begonia.sp.13.egfr_l110_s478327_mpnn7_model2,86.01206316917411,89.69560436770384,10.940645586297762,0.00099795051968965,0.99,68.17
begonia.sp.13.egfr_l61_s456546_mpnn1_model1,82.4764883825451,90.51593236955904,14.029352445817166,0.0010440590269528258,0.95,39.55
begonia.sp.13.egfr_l88_s11832_mpnn1_model2,81.33026984840431,89.62425608723711,12.831829161176987,0.001071036451471234,0.98,58.529999999999994
binom16.pocket1pep15,46.15784543638793,88.40543169818574,26.348566827697265,0.002659151905528717,0.52,24.77
binom16.pocket2pep86,37.57220507515715,88.5979795986237,27.609410225442833,0.003864734299516909,0.51,38.400000000000006
binom16.pocket2pep89,51.9451298361065,88.55568763714393,25.71901108269395,0.0029781187837453825,0.58,31.44
binom16.pocket3pep98,66.47493608479861,89.79449394661027,18.104640608988436,0.002315180793441663,0.83,31.63
binom16.pocket7pep80,29.76970464789233,88.96214496540249,29.086473429951692,0.003883679075494933,0.09,41.00000000000001
biolucasmachado.engineered_binder_1,64.93775705050288,89.30850200837705,25.2180965073019,0.0013168415792103947,0.82,47.43
biolucasmachado.engineered_binder_2,68.54302823583053,89.22485462327127,26.840388139263702,0.001224110167138653,0.47,44.09
biolucasmachado.engineered_binder_3,82.47248628094911,88.18745898554135,13.50697689703901,0.0027424496368595747,0.95,83.45
biolucasmachado.engineered_binder_4,84.21920762390214,87.84626842153737,11.887014825920373,0.0027702815259037145,0.99,99.77999999999999
biolucasmachado.engineered_binder_5,87.9273200554011,87.59461065647592,10.613709277839714,0.0028864734299516906,0.99,93.21
biolucasmachado.engineered_binder_6,83.1889227981798,87.24484764127492,12.141376533955246,0.002677272474873674,0.97,96.42999999999999
biolucasmachado.engineered_binder_7,86.04908292772474,87.06420880928651,12.000513632072852,0.002547615081348215,0.94,91.76
biolucasmachado.engineered_binder_8,80.46322185386381,87.5449388230349,13.639949469709588,0.0025720473096784943,0.94,92.64
biolucasmachado.engineered_binder_9,75.3578291370067,86.01653499155368,20.774757632521606,0.0018140589569160999,0.72,55.2
briannaughton.1_plus_2,75.63091825825855,89.00595359902788,22.25473429951691,0.0005342351046698872,0.84,82.94
briannaughton.1_plus_egfr,76.90351346121501,90.48734326388936,17.747753107573196,0.0008153859578147434,0.92,102.78999999999999
briannaughton.2_plus_1,77.02747305879635,88.18978532190059,21.203053140096618,0.0006023188405797101,0.97,93.50999999999999
briannaughton.2_plus_2,69.18154248743792,89.00591582542104,23.988412153572334,0.0005950363025115123,0.68,84.25
briannaughton.egfr_plus_egfr,60.870472292960805,88.88408786248414,26.047233085397334,0.0011323262530992,0.63,88.6
bronte.egfr_binder_4_91,74.98224683205773,87.08988538015645,28.811837813287084,0.0006717866138155993,0.28,32.54
bundit.b_s18.manbaritone_seq3_egfr-binder-70-100_beta_303_dldesign_6_lenght71,86.85681580525551,90.09478066708262,10.759740083010136,0.001774511805130299,0.97,78.24000000000001
bundit.b_s18.manbaritone_seq5_egfr-binder-70-100_beta_303_dldesign_1_length71,86.5748535577663,90.45750959992598,10.05181783130344,0.001747748973713456,0.99,77.05999999999999
bundit.b_s18.manbaritone_seq6_egfr-binder-70-100_beta_778_dldesign_0_length71,88.25369001781277,90.12935420139709,9.68723322219954,0.0014966773264385024,0.98,65.99000000000001
cameron.kroll.gertrude_gen3,87.26377383239597,90.24690412335644,10.85720091579305,0.0006281288682944998,0.98,57.34
cameron.kroll.gertrude_gen3_s69d_n61e,79.50606257922963,87.29468221193213,28.128723695597404,0.0002920459649238117,0.18,26.66
cameron.kroll.gertrude_gen5,79.73535620688764,87.25045111283555,28.444825659732494,0.0002463658571319027,0.08,22.490000000000002
cameron.kroll.gertrude_gen6,79.35552461623041,87.08951623003436,29.034759604324822,0.00026060665812218607,0.17,23.79
cameron.kroll.leitner,87.19265757721084,89.89545731806484,10.409108635402632,0.0005926364104417935,0.96,54.10000000000001
carson.vaux.baker1_18,81.00330997655679,89.36119794346996,15.856452372104547,0.0010201907593211943,0.84,41.18000000000001
cbrown.cbrown_0005_2_egfr_l81_s801188_mpnn1_model1,88.42102332529294,90.41867119358525,10.623778851315084,0.0007003836901850857,0.99,35.23
ccalia.paesani_lab_design1,70.48261073099651,88.06086187323015,25.37686505108102,0.0005285631319130963,0.91,80.09
ccalia.paesani_lab_design2,69.91341190844904,88.2424109236392,25.513199812130967,0.000546833064949007,0.85,81.50000000000001
ccalia.paesani_lab_design3,69.96546616680745,88.50633578719693,25.32122085549196,0.00054885722404904,0.88,81.12000000000002
ccalia.paesani_lab_design8,73.95836032032507,89.63075885613804,24.40555689747719,0.0005249597423510467,0.97,78.24000000000001
ccalia.paesani_lab_design9,71.05217238871121,87.07253914021076,24.60939899655315,0.000562209712407341,0.92,84.49000000000001
cchallacombe.1,73.07989965007947,87.32888039577355,30.095237210454602,0.0006485816920599529,0.06,52.36
cchallacombe.4,75.19816669579602,87.7818660656297,28.821334076551466,0.0006555183946488295,0.35,52.92
cchallacombe.6,76.20678401956766,87.51539769095008,29.992692587398054,0.0006247727390784894,0.11,48.11
cetuximab_scfv,88.24091396804876,90.64255957749702,12.565945035780862,0.00042823447658374593,0.99,64.09
chenceshi1105.steven_binder_design_l75_s60968_it100_mpnn0,84.69011131707174,89.85302367952082,12.148691358024692,0.001379495437466452,0.96,64.25
chenceshi1105.steven_binder_design_l82_s44755_it100_mpnn6,90.67216424239842,91.02091549899707,9.823335689878638,0.0010425749185028082,0.99,53.09
chenceshi1105.steven_binder_design_l89_s48081_it100_mpnn4,90.93244303617755,90.41187381157712,10.141294396497134,0.0008581664224067741,0.99,47.43
christoph.gruber.binder12_1,68.26496245744595,89.41728008590027,20.831971051511278,0.0006729968349158753,0.89,36.35999999999999
christoph.gruber.upperbinder_scaffold1_lowerbinder,74.35940999185699,83.07856430876608,23.436251162368738,0.0008327096232791271,0.84,73.42999999999999
christoph.gruber.upperbinder_scaffold2_lowerbinder,68.59162182627124,85.64295331806912,24.63653034593814,0.0012110611360986174,0.75,87.24000000000001
christoph.gruber.upperbinder_scaffold3_lowerbinder,78.22933386384584,86.34294225149078,20.50661474818147,0.0011041701371536452,0.95,79.53999999999999
christoph.gruber.upperbinder_xten_lowerbinder,49.336624753673696,89.67863533747716,25.231308948700253,0.0012447920660481047,0.88,48.699999999999996
chrisxushaoyong.hu_nano1_1_ff3e18,76.16137547094452,87.19320487116488,29.873692275725933,0.0006487974650667499,0.1,49.96000000000001
chrisxushaoyong.hu_nano1_3_eef94e,80.2246325742664,86.9791623748374,29.577119370422317,0.0005604903641369279,0.28,43.16
chrisxushaoyong.hu_nano1_5_559c85,80.6376705282145,87.41652293850247,29.008857981403565,0.0005173757207417797,0.31,39.84
chrisxushaoyong.hu_nano2_2_7ef96e,81.08970975919198,88.34673041864573,21.7040168891932,0.0006158469321769561,0.75,48.57
chrisxushaoyong.hu_nano2_4_85252b,84.63233408523253,89.13475880582233,16.523709536307962,0.0007172835279648015,0.85,56.57
chuh.egfr_seg1_l58_s941869_mpnn2,87.7717877890249,89.97894179195745,10.124840357598979,0.0007984896440668554,1.0,28.759999999999998
chuh.egfr_seg2_l58_s53469_mpnn1,86.95948411854735,90.31821494235041,9.827533455494475,0.001477316897107002,1.0,53.209999999999994
chuh.egfr_seg2_l62_s244475_mpnn4,86.42222535691548,90.00870156835317,10.502708950184408,0.0014316139421328763,0.98,55.12
colby.tupegfr_001___anti-egfr_fv-like_protein_diffused_with_evodiff,44.87731546090857,86.70472941729994,30.54110338164251,0.00037256038647342994,0.12,57.839999999999996
colby.tupegfr_006___anti-egfr_fv-like_protein_diffused_with_evodiff,64.68298849077019,87.3453494717279,29.284181642512078,0.00044760064412238324,0.29,69.49
colby.tupegfr_010___anti-egfr_fv-like_protein_diffused_with_evodiff,63.0632304322123,87.6121358572408,30.287712077294685,0.00035555555555555557,0.13,55.2
colby.tupegfr_012___anti-egfr_fv-like_protein_diffused_with_evodiff,48.645629883124066,87.1301680895452,30.094942995169074,0.0004236392914653785,0.15,65.77000000000001
colby.tupegfr_018___anti-egfr_fv-like_protein_diffused_with_esm3,78.00628549245474,86.61929507827257,28.70041223832528,0.0003712721417069242,0.24,57.639999999999986
coreyhowe99.corey82,83.81435850902267,90.40119140433748,10.122698604401505,0.0024365942028985507,0.99,72.63
darius.szablowski.egfr_binder_1___top_binder_1,85.71746539777186,90.10529963261548,12.761658434203621,0.0008936293401364236,0.93,49.39
darius.szablowski.egfr_binder_2___ggggs_3_linked_top_binders_1_and_2,73.4064749897038,87.8004945329358,26.21988893869217,0.0005575476866377807,0.68,67.17
darius.szablowski.egfr_binder_3___ggggs_3_linked_top_binders_1_rev_and_2_rev,40.03392834631718,86.78375704370924,30.779235353686275,0.00046458156946727096,0.12,55.97
darius.szablowski.egfr_binder_4___ggggs_3_linked_top_binders_1_and_2_efficiently_evolved,74.63961292757281,89.29599131961587,22.12175075119943,0.0005780500356923485,0.87,69.63999999999999
darius.szablowski.egfr_binder_5___ggggs_3_linked_top_binders_1_and_2_efficiently_evolved_and_sapiens_evolved,53.096297955956175,86.42131447259231,27.976374985474042,0.000655577136975613,0.41,78.98
deepsatflow.6aru_final_chain_a_domain_3_l138_s466479_mpnn9,85.79815889639895,89.80919578626363,11.428963336367243,0.0008449438726691406,0.99,72.41000000000001
deepsatflow.6aru_final_chain_a_domain_3_l142_s806907_mpnn1,87.70908771901321,89.89018145357757,10.614662856365245,0.0005477308294209703,1.0,48.300000000000004
deepsatflow.6aru_final_chain_a_domain_3_l147_s945609_mpnn1,88.36721916323896,89.15624833521115,10.426688356502021,0.0005106970324361628,0.98,46.61999999999999
dre.lgdl_egfr_001,24.515561375182447,90.58857093404198,30.58214736475606,0.0024642033337685513,0.12,56.620000000000005
dre.lgdl_egfr_008,20.865817635345632,87.79435827117022,30.36333587592169,0.0033591829816086113,0.16,79.27000000000001
duynth29.duy_l111_mpnn14,87.99503135072669,90.23040701651769,10.71792372082227,0.0010308859584221902,1.0,71.05999999999999
duynth29.duy_l111_mpnn14_i36m__l80m_l42m,89.01989604417763,90.12598478486552,10.257460358909633,0.001056999028013521,1.0,72.86000000000001
duynth29.duy_l111_mpnn14_l80m_l42m,88.83066305584502,90.28620563849073,10.41101971536754,0.0010707809258533895,1.0,73.80999999999999
duynth29.l148_mpnn1,84.19899860700231,89.91773850027222,12.796577011794403,0.0005800365582974278,0.97,53.31
duynth29.l88_mpnn5,84.9955196425778,89.74471329068854,10.526875640462595,0.001160335236422193,0.99,63.41
eceiiitn786.8s2,42.815394591147076,87.14594856689939,29.741449275362317,0.0018347826086956521,0.14,56.97
elian.elian1,84.10745870849202,90.59995015382596,12.003541062801933,0.0009987117552334942,0.99,62.019999999999996
elian.elian2,82.19026962577799,90.68622959789863,13.050040257648956,0.0009413848631239936,0.98,58.46
elian.elian3,86.6034873049132,90.9113560818139,10.876760064412238,0.0010595813204508856,0.99,65.8
elian.elian4,86.21242332422992,90.92929635964362,11.358900161030597,0.0009982286634460547,0.99,61.99
elian.elian5,84.09919193949017,90.64374115310414,12.035041867954913,0.0009913043478260869,0.99,61.55999999999999
enzo.morro.design_0_n_0_mpnn_1.117_plddt_0.713_i_ptm_0.082_i_pae_27.542_rmsd_25.669,71.22535582682416,86.68981516981907,28.661376763381448,0.0005741174655519878,0.39,59.54
enzo.morro.design_0_n_1_mpnn_1.085_plddt_0.817_i_ptm_0.076_i_pae_28.084_rmsd_25.372,65.72178191374041,85.8939794942529,30.09566663773902,0.00047566702344104065,0.08,49.330000000000005
enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,68.80147942687493,86.22052938543382,30.335203023903883,0.0005482754298166951,0.13,56.86000000000001
fernando.meireles.design_hybrid_partial_diff_4_31_binder,68.32828762708927,86.71796103875825,28.795885442533145,0.0008755850527488074,0.37,58.18000000000001
fernando.meireles.design_hybrid_partial_diff_7_1_binder,69.22409898651675,86.36906758730547,28.13189007780637,0.0008642978614534891,0.33,57.42999999999999
fernando.meireles.design_hybrid_partial_diff_9_54_binder,70.53284850727273,86.33463759528793,25.529757551130977,0.000953842912396346,0.37,63.38
fgndd1.fg_seq1,85.97427120233583,89.48147325931231,13.37909948344731,0.0008227199531547359,0.96,78.68
flowuenne.nf-proteindesign_design10,68.43475052506858,88.30665143287557,29.53830273752013,0.0009165861513687601,0.09,28.46
flowuenne.nf-proteindesign_design7,53.15587856741626,86.83071258827113,28.892621578099835,0.0013655394524959743,0.26,42.400000000000006
flowuenne.nf-proteindesign_design8,48.49283725631598,87.91930986088029,29.601510466988728,0.0010969404186795492,0.2,34.06
gitter.yolo23,80.78191574275172,90.2859239803759,13.121083079859249,0.001624917993678058,0.99,54.49
gitter.yolo46,82.71718629104923,90.20501262276555,12.558892467346572,0.0018235223951810103,0.95,61.15
gitter.yolo48,85.79619138764353,90.61240668500035,10.966311376939396,0.0008861794852133015,0.99,34.669999999999995
hughy.4krp_b_a_89_rnd3_full,75.0033053652038,85.98669854875118,30.208812304259073,0.0008923884514435695,0.07,70.38
hughy.7om4_b_a_17_rnd2_v2_full,76.22744341473802,86.86410201442949,30.23893376626805,0.0006983712151210369,0.1,52.91
hughy.7om4_b_a_180_rnd1_v1_full,81.98721455665583,88.36823569524661,24.703096539162114,0.0005129220453525515,0.67,38.86000000000001
hughy.7om4_b_a_33_rnd2_v2_full,79.08057208360587,87.12541572916399,30.200988622264457,0.0005765423299279324,0.1,43.680000000000014
hughy.7om4_b_a_8_rnd2_v2_full,78.33073112698311,87.11540223335771,30.27914257807344,0.0007812623742773423,0.15,59.19000000000001
huiyu.cai.h3_15_2431_h,77.58175912982979,87.06460684379743,29.541881263225136,0.000813537216699272,0.14,61.13
huiyu.cai.h3_15_2847_h,77.8060092769269,87.25055762185896,29.869582518199117,0.0008023582331882728,0.21,60.290000000000006
huiyu.cai.h3_15_3351_h,79.10109070678412,87.0431376610795,29.904266645373365,0.0008074153923956297,0.13,60.67000000000001
huiyu.cai.h3_15_4373_h,80.8709137014559,86.83235440089739,29.97162268268988,0.000789981501443952,0.15,59.36
huiyu.cai.h3_15_877_h,79.23660722588184,86.37502101461654,29.5731704395736,0.0008615802291691621,0.13,64.74000000000001
human_egf,79.85400233832831,87.5085345780634,13.3595084009358,0.0025746665451341416,0.98,84.74
jack.li.egfrbindingcandidate_7,77.78126698032571,86.0242449379298,30.658552920509447,0.0004381496120626556,0.1,59.86000000000001
jakublala.epitope_1_20aa.pdb,33.090985864375064,88.75863803841438,28.95938808373591,0.002830917874396135,0.21,35.16
jakublala.epitope_1_30aa.pdb,73.5827193298473,90.03510291842248,15.714895330112721,0.0017037037037037036,0.86,31.74
jakublala.epitope_2_30aa_1.pdb,32.93939177490875,88.50073381644893,29.72176596886742,0.001949543746645196,0.16,36.32
jakublala.full_dibinder_45aa.pdb,52.43371758201364,88.58743383353574,25.615952764358564,0.0017534442655215605,0.7,49.00000000000001
jakublala.full_dibinder_45aa_2.pdb,54.02572075326836,88.72766671566636,24.490749686884953,0.0016521739130434783,0.78,46.17
joaosartori2.c1,80.59443322863515,87.82811554502184,12.723021822422123,0.0024143483813648735,0.99,86.96000000000001
joaosartori2.c3,78.41099928207538,88.55282793798428,13.791795768782274,0.0022027874951413185,0.97,79.34
joaosartori2.c4,73.62153799210093,87.18040703610893,16.065603309456385,0.0024421122771947357,0.95,87.96
joaosartori2.c6,76.2289107358034,89.03665655932761,13.731531456493974,0.002568715642178911,0.97,92.52000000000001
joel.rf_diffusion_trim_3,60.52870577441902,86.89769123743477,29.21898351698059,0.0008771644140476579,0.15,48.480000000000004
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_211_iter_150,87.18969507989532,90.39920857949762,13.649345896381467,0.00040377423776633264,0.96,60.68
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_89_iter_216,88.3068176292778,90.28867436221337,13.299049786401566,0.0004017114491422792,0.96,60.370000000000005
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_98_iter_184,87.27724414476022,90.01046245875014,13.89851612302205,0.00037403015663885236,0.95,56.21000000000001
jude.wells.21.panitumumab_fused_trimmed_crossbreed3,87.60989170148753,90.34871158991159,13.177793814019685,0.0003506591563600404,0.95,52.480000000000004
jude.wells.21.panitumumab_fused_trimmed_task_12_iter_123,83.38814021505091,90.29946144278618,15.31325662664288,0.0003509932447330968,0.89,52.53
julian.faust.becotatugxpimurutamab_scfv,87.37274934286877,90.48398911663732,12.557464357252268,0.00045049291072620884,0.99,68.82000000000002
julian.faust.demupitamab_mpnn_19_scfv,86.4177343810421,90.54803993850835,14.016158700234346,0.0003877826217875706,0.9,59.24000000000001
julian.faust.pimurutamab_mpnn_17_scfv,86.7103311910873,90.22526267767222,13.24363536388987,0.00042941492216854533,0.97,65.6
julian.faust.pimurutamab_mpnn_18_scfv,87.05134859567912,90.2243769780227,13.13709071390231,0.0004366809368576778,0.97,66.71000000000001
julian.faust.pimurutamabxbecotatug_scfv,85.27937651161804,90.44198136850628,13.54976434546954,0.00043982299726378905,0.98,67.19
julie.jg26n,88.02854274815262,91.0623632098687,9.976328502415459,0.0017809983896940418,0.97,55.3
julie.rj0aa,73.63148839891937,88.12649938902169,24.84604186795491,0.0012663446054750405,0.23,39.32000000000001
julie.ryfqy,78.53964179738362,89.121229883232,19.713639291465377,0.001488888888888889,0.79,46.230000000000004
junhee.park1999.egfr_binder_6,84.59815206623097,89.5805859021557,16.216263440860214,0.0003551763544750922,0.85,54.7
junhee.park1999.egfr_binder_7,84.51866885079566,89.72356118019083,16.53364890135577,0.0003504363409693003,0.84,53.97
junhee.park1999.egfr_binder_9,85.3406556150464,89.9884412049143,14.838537608435926,0.00037075996052153147,0.9,57.100000000000016
jvogt4.vogt_scfv_0128,84.55077572419303,88.30872474930764,21.330743208145034,0.0003275803854345229,0.69,50.45
jvogt4.vogt_scfv_2009,81.14862701420965,86.72999879235427,29.536316295257397,0.0003705002337540907,0.15,57.059999999999995
jvogt4.vogt_scfv_2143,80.36977168082448,87.22786991933418,27.46445704119267,0.0003429042647135214,0.3,52.81
jvogt4.vogt_scfv_2279,81.6160649795403,87.26445573447728,26.417956210067008,0.00033212560386473427,0.34,51.15
jvogt4.vogt_scfv_2470,83.279694373954,87.7424230750221,25.89808256713937,0.0003277102488182432,0.5,50.47
karmanyaaggarwal.ds002542,89.71133822586174,89.32927034577664,17.088299309126796,0.0004975066230325698,0.86,38.31
karmanyaaggarwal.ds003076,84.00982788706139,87.4243144026105,25.336777310269596,0.00048529946496285914,0.63,37.370000000000005
karmanyaaggarwal.ds004729,84.32074241239765,87.69853633499586,25.03237494156148,0.0004829619240558932,0.63,37.19
