name,binding_strength,binding,expression,pae_interaction,design_models,match_id,complex_id,plddt,gpde,ptm,iptm,chain_gpde,chain_pair_gpde,chain_ptm,chain_iptm,chain_pair_iptm,chain_pair_iptm_global,chain_plddt,chain_pair_plddt,has_clash,disorder,ranking_score,num_recycles,chain_A_plddt,chain_B_plddt
jvogt4.vogt_scfv_2009,medium,true,high,17.61640297906602,"[""Custom PLM""]",jvogt4.vogt_scfv_2009,jvogt4.vogt_scfv_2009,44.08951950073242,4.054900169372559,0.3363108336925506,0.1310721039772033,"[0.9984792470932007, 4.626104831695557]","[[0.0, 16.30670928955078], [16.30670928955078, 0.0]]","[0.7994938492774963, 0.2054816484451294]","[0.13107210397720337, 0.13107210397720337]","[[0.0, 0.13107210397720337], [0.13107210397720337, 0.0]]","[[0.0, 0.13107210397720337], [0.13107210397720337, 0.0]]","[0.726447582244873, 0.3323099613189697]","[[0.0, 0.4408951997756958], [0.4408951997756958, 0.0]]",False,0.0,0.1721198558807373,10.0,0.726447582244873,0.3323099613189697
briannaughton.1_plus_egfr,medium,true,high,23.74710565352244,,briannaughton.1_plus_egfr,briannaughton.1_plus_egfr,42.20331954956055,4.244246482849121,0.2636053264141083,0.1283053457736969,"[1.4479310512542725, 4.450115203857422]","[[0.0, 16.547367095947266], [16.547367095947266, 0.0]]","[0.6085166931152344, 0.20879313349723816]","[0.1283053457736969, 0.1283053457736969]","[[0.0, 0.1283053457736969], [0.1283053457736969, 0.0]]","[[0.0, 0.1283053457736969], [0.1283053457736969, 0.0]]","[0.623039960861206, 0.3534306287765503]","[[0.0, 0.4220331907272339], [0.4220331907272339, 0.0]]",False,0.0,0.1553653478622436,10.0,0.623039960861206,0.3534306287765503
alan.blakely.12_6,medium,true,high,20.78455854309687,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",alan.blakely.12_6,alan.blakely.12_6,44.08270263671875,4.044524669647217,0.2693834006786346,0.2139704823493957,"[1.0945281982421875, 4.525691032409668]","[[0.0, 15.249521255493164], [15.249521255493164, 0.0]]","[0.5631110668182373, 0.2099316567182541]","[0.21397048234939575, 0.21397048234939575]","[[0.0, 0.21397048234939575], [0.21397048234939575, 0.0]]","[[0.0, 0.21397048234939575], [0.21397048234939575, 0.0]]","[0.7031600475311279, 0.3443140387535095]","[[0.0, 0.44082704186439514], [0.44082704186439514, 0.0]]",False,0.0,0.225053071975708,10.0,0.7031600475311279,0.3443140387535095
chrisxushaoyong.hu_nano1_3_eef94e,medium,true,high,22.976691730299727,"[""Custom PLM""]",chrisxushaoyong.hu_nano1_3_eef94e,chrisxushaoyong.hu_nano1_3_eef94e,35.6695671081543,4.499936580657959,0.2235445082187652,0.1179137676954269,"[1.9597710371017456, 4.576419353485107]","[[0.0, 14.785950660705566], [14.785950660705566, 0.0]]","[0.5633561015129089, 0.2111625224351883]","[0.11791376769542694, 0.11791376769542694]","[[0.0, 0.11791376769542694], [0.11791376769542694, 0.0]]","[[0.0, 0.11791376769542694], [0.11791376769542694, 0.0]]","[0.5059306621551514, 0.32708632946014404]","[[0.0, 0.35669568181037903], [0.35669568181037903, 0.0]]",False,0.0,0.1390399187803268,10.0,0.5059306621551514,0.32708632946014404
begonia.sp.13.egfr_l88_s11832_mpnn1_model2,medium,true,high,13.731237282242716,"[""BindCraft""]",begonia.sp.13.egfr_l88_s11832_mpnn1_model2,begonia.sp.13.egfr_l88_s11832_mpnn1_model2,37.99713897705078,4.404721260070801,0.2210047394037246,0.1765211671590805,"[0.562366247177124, 4.619301795959473]","[[0.0, 15.95961856842041], [15.95961856842041, 0.0]]","[0.7755141854286194, 0.20564047992229462]","[0.1765211671590805, 0.1765211671590805]","[[0.0, 0.1765211671590805], [0.1765211671590805, 0.0]]","[[0.0, 0.1765211671590805], [0.1765211671590805, 0.0]]","[0.6836855411529541, 0.3314840495586395]","[[0.0, 0.37997138500213623], [0.37997138500213623, 0.0]]",False,0.0,0.185417890548706,10.0,0.6836855411529541,0.3314840495586395
kurumida.yoichi.mg_05,medium,true,medium,14.85258202495974,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",kurumida.yoichi.mg_05,kurumida.yoichi.mg_05,35.111228942871094,4.722370624542236,0.1962408870458603,0.1358716487884521,"[0.4750531315803528, 4.807875156402588]","[[0.0, 17.065940856933594], [17.065940856933594, 0.0]]","[0.7412527799606323, 0.19793760776519775]","[0.13587164878845215, 0.13587164878845215]","[[0.0, 0.13587164878845215], [0.13587164878845215, 0.0]]","[[0.0, 0.13587164878845215], [0.13587164878845215, 0.0]]","[0.6995409727096558, 0.3229343295097351]","[[0.0, 0.3511122763156891], [0.3511122763156891, 0.0]]",False,0.0,0.1479454934597015,10.0,0.6995409727096558,0.3229343295097351
alan.blakely.12_3,medium,true,high,20.74602452185213,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",alan.blakely.12_3,alan.blakely.12_3,43.61147689819336,4.118962287902832,0.2714284658432007,0.1417395919561386,"[1.126469612121582, 4.544957160949707]","[[0.0, 15.98611831665039], [15.98611831665039, 0.0]]","[0.5613957643508911, 0.20889191329479218]","[0.1417395919561386, 0.1417395919561386]","[[0.0, 0.1417395919561386], [0.1417395919561386, 0.0]]","[[0.0, 0.1417395919561386], [0.1417395919561386, 0.0]]","[0.6887176036834717, 0.3429698050022125]","[[0.0, 0.43611475825309753], [0.43611475825309753, 0.0]]",False,0.0,0.1676773726940155,10.0,0.6887176036834717,0.3429698050022125
youngsuko2000.queen,medium,true,high,9.144258109040717,"[""Custom generative""]",youngsuko2000.queen,youngsuko2000.queen,32.763301849365234,4.845090389251709,0.1925865858793258,0.107930913567543,"[3.0638372898101807, 4.686180114746094]","[[0.0, 16.31163215637207], [16.31163215637207, 0.0]]","[0.18327166140079498, 0.1935759037733078]","[0.10793091356754303, 0.10793091356754303]","[[0.0, 0.10793091356754303], [0.10793091356754303, 0.0]]","[[0.0, 0.10793091356754303], [0.10793091356754303, 0.0]]","[0.34658509492874146, 0.3257589042186737]","[[0.0, 0.3276330232620239], [0.3276330232620239, 0.0]]",False,0.0,0.1248620525002479,10.0,0.34658509492874146,0.3257589042186737
briannaughton.2_plus_1,medium,true,high,21.993750273752017,,briannaughton.2_plus_1,briannaughton.2_plus_1,44.94829940795898,3.835611581802368,0.26618292927742,0.1544457674026489,"[0.5990872979164124, 4.591696739196777]","[[0.0, 15.905935287475586], [15.905935287475586, 0.0]]","[0.5361397862434387, 0.2001371830701828]","[0.15444576740264893, 0.15444576740264893]","[[0.0, 0.15444576740264893], [0.15444576740264893, 0.0]]","[[0.0, 0.15444576740264893], [0.15444576740264893, 0.0]]","[0.7325791120529175, 0.33168941736221313]","[[0.0, 0.4494830071926117], [0.4494830071926117, 0.0]]",False,0.0,0.1767932027578354,10.0,0.7325791120529175,0.33168941736221313
briannaughton.1_plus_2,medium,true,high,23.18240328502416,,briannaughton.1_plus_2,briannaughton.1_plus_2,44.08225631713867,3.960436820983887,0.262907862663269,0.1420595049858093,"[0.7810466289520264, 4.6913981437683105]","[[0.0, 15.821930885314941], [15.821930885314941, 0.0]]","[0.523025393486023, 0.19984310865402222]","[0.14205950498580933, 0.14205950498580933]","[[0.0, 0.14205950498580933], [0.14205950498580933, 0.0]]","[[0.0, 0.14205950498580933], [0.14205950498580933, 0.0]]","[0.7234212756156921, 0.32323595881462097]","[[0.0, 0.440822571516037], [0.440822571516037, 0.0]]",False,0.0,0.166229173541069,10.0,0.7234212756156921,0.32323595881462097
alan.blakely.16_2,medium,true,high,18.611084875405982,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",alan.blakely.16_2,alan.blakely.16_2,43.72353744506836,4.187355041503906,0.2652151584625244,0.1782774627208709,"[1.2227267026901245, 4.6039557456970215]","[[0.0, 15.947525978088379], [15.947525978088379, 0.0]]","[0.5470048785209656, 0.20160464942455292]","[0.17827746272087097, 0.17827746272087097]","[[0.0, 0.17827746272087097], [0.17827746272087097, 0.0]]","[[0.0, 0.17827746272087097], [0.17827746272087097, 0.0]]","[0.689890444278717, 0.34100091457366943]","[[0.0, 0.43723538517951965], [0.43723538517951965, 0.0]]",False,0.0,0.1956650167703628,10.0,0.689890444278717,0.34100091457366943
stocco.filippo.1.3.3.18_4_2_iteration0_1.0407930462953479,medium,true,high,8.831380682521987,"[""Custom PLM""]",stocco.filippo.1.3.3.18_4_2_iteration0_1.0407930462953479,stocco.filippo.1.3.3.18_4_2_iteration0_1.0407930462953479,32.353660583496094,4.8506999015808105,0.1875453889369964,0.113716997206211,"[2.621299982070923, 4.760181903839111]","[[0.0, 16.215843200683594], [16.215843200683594, 0.0]]","[0.23181042075157166, 0.18728551268577576]","[0.11371699720621109, 0.11371699720621109]","[[0.0, 0.11371699720621109], [0.11371699720621109, 0.0]]","[[0.0, 0.11371699720621109], [0.11371699720621109, 0.0]]","[0.3752548396587372, 0.31908315420150757]","[[0.0, 0.32353660464286804], [0.32353660464286804, 0.0]]",False,0.0,0.1284826844930648,10.0,0.3752548396587372,0.31908315420150757
stocco.filippo.1.3.3.18_65_0_iteration3_1.028317065130863,medium,true,high,8.739105534681219,"[""Custom PLM""]",stocco.filippo.1.3.3.18_65_0_iteration3_1.028317065130863,stocco.filippo.1.3.3.18_65_0_iteration3_1.028317065130863,32.86925506591797,4.938802719116211,0.1959723979234695,0.1081560626626014,"[2.563035249710083, 4.846324920654297]","[[0.0, 16.49576187133789], [16.49576187133789, 0.0]]","[0.23725681006908417, 0.19734270870685577]","[0.10815606266260147, 0.10815606266260147]","[[0.0, 0.10815606266260147], [0.10815606266260147, 0.0]]","[[0.0, 0.10815606266260147], [0.10815606266260147, 0.0]]","[0.38878700137138367, 0.32317790389060974]","[[0.0, 0.32869255542755127], [0.32869255542755127, 0.0]]",False,0.0,0.1257193386554718,10.0,0.38878700137138367,0.32317790389060974
chuh.egfr_seg2_l58_s53469_mpnn1,medium,true,high,11.731813121217169,"[""BindCraft""]",chuh.egfr_seg2_l58_s53469_mpnn1,chuh.egfr_seg2_l58_s53469_mpnn1,36.8305549621582,4.423100471496582,0.2158222198486328,0.3963111937046051,"[0.3371853232383728, 4.601156234741211]","[[0.0, 13.340279579162598], [13.340279579162598, 0.0]]","[0.808760941028595, 0.19844266772270203]","[0.3963111937046051, 0.3963111937046051]","[[0.0, 0.3963111937046051], [0.3963111937046051, 0.0]]","[[0.0, 0.3963111937046051], [0.3963111937046051, 0.0]]","[0.7043992280960083, 0.33359062671661377]","[[0.0, 0.3683055341243744], [0.3683055341243744, 0.0]]",False,0.0,0.3602133989334106,10.0,0.7043992280960083,0.33359062671661377
jvogt4.vogt_scfv_2143,medium,true,medium,21.079470741779645,"[""Custom PLM""]",jvogt4.vogt_scfv_2143,jvogt4.vogt_scfv_2143,46.42690658569336,3.8747382164001465,0.3623237311840057,0.5566703081130981,"[0.7812291383743286, 4.624406337738037]","[[0.0, 14.897233963012695], [14.897233963012695, 0.0]]","[0.8433928489685059, 0.20364807546138763]","[0.5566703081130981, 0.5566703081130981]","[[0.0, 0.5566703081130981], [0.5566703081130981, 0.0]]","[[0.0, 0.5566703081130981], [0.5566703081130981, 0.0]]","[0.7892007231712341, 0.3401646614074707]","[[0.0, 0.46426907181739807], [0.46426907181739807, 0.0]]",False,0.0,0.5178009867668152,10.0,0.7892007231712341,0.3401646614074707
julian.faust.pimurutamab_mpnn_17_scfv,medium,true,high,15.359935522302084,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",julian.faust.pimurutamab_mpnn_17_scfv,julian.faust.pimurutamab_mpnn_17_scfv,42.99461364746094,4.204204559326172,0.3314421474933624,0.1461020410060882,"[1.030380368232727, 4.696131706237793]","[[0.0, 16.227991104125977], [16.227991104125977, 0.0]]","[0.7853150963783264, 0.20171116292476654]","[0.14610204100608826, 0.14610204100608826]","[[0.0, 0.14610204100608826], [0.14610204100608826, 0.0]]","[[0.0, 0.14610204100608826], [0.14610204100608826, 0.0]]","[0.7080482244491577, 0.32413557171821594]","[[0.0, 0.4299461245536804], [0.4299461245536804, 0.0]]",False,0.0,0.1831700652837753,10.0,0.7080482244491577,0.32413557171821594
youngsuko2000.ysar,medium,true,medium,9.111069703243617,"[""Custom generative""]",youngsuko2000.ysar,youngsuko2000.ysar,35.17242813110352,4.636485576629639,0.2062156945466995,0.1150799840688705,"[2.844449281692505, 4.478970050811768]","[[0.0, 17.150188446044922], [17.150188446044922, 0.0]]","[0.19598522782325745, 0.20771603286266327]","[0.11507998406887054, 0.11507998406887054]","[[0.0, 0.11507998406887054], [0.11507998406887054, 0.0]]","[[0.0, 0.11507998406887054], [0.11507998406887054, 0.0]]","[0.36573225259780884, 0.3503977358341217]","[[0.0, 0.3517242670059204], [0.3517242670059204, 0.0]]",False,0.0,0.1333071291446685,10.0,0.36573225259780884,0.3503977358341217
human_egf,medium,true,high,,,human_egf,human_egf,35.10333251953125,4.558662414550781,0.2080033272504806,0.1117674186825752,"[2.7931110858917236, 4.414373874664307]","[[0.0, 17.250986099243164], [17.250986099243164, 0.0]]","[0.2141510546207428, 0.21048504114151]","[0.11176741868257523, 0.11176741868257523]","[[0.0, 0.11176741868257523], [0.11176741868257523, 0.0]]","[[0.0, 0.11176741868257523], [0.11176741868257523, 0.0]]","[0.38366106152534485, 0.34807342290878296]","[[0.0, 0.3510333299636841], [0.3510333299636841, 0.0]]",False,0.0,0.1310146003961563,10.0,0.38366106152534485,0.34807342290878296
stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,medium,true,medium,8.529263434126559,"[""Custom PLM""]",stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,34.59724044799805,4.659861087799072,0.2027393281459808,0.1138435825705528,"[2.675872802734375, 4.5373454093933105]","[[0.0, 16.7021427154541], [16.7021427154541, 0.0]]","[0.2380276918411255, 0.20440520346164703]","[0.11384358257055283, 0.11384358257055283]","[[0.0, 0.11384358257055283], [0.11384358257055283, 0.0]]","[[0.0, 0.11384358257055283], [0.11384358257055283, 0.0]]","[0.3912968039512634, 0.34186065196990967]","[[0.0, 0.3459723889827728], [0.3459723889827728, 0.0]]",False,0.0,0.1316227316856384,10.0,0.3912968039512634,0.34186065196990967
a.tucs.andrejs_tucs_seq5,medium,true,high,8.48163703018467,"[""ProteinMPNN/LigandMPNN""]",a.tucs.andrejs_tucs_seq5,a.tucs.andrejs_tucs_seq5,34.71978759765625,4.619722366333008,0.2074371725320816,0.1161001920700073,"[2.3621010780334473, 4.473352909088135]","[[0.0, 15.633376121520996], [15.633376121520996, 0.0]]","[0.207378089427948, 0.20914793014526367]","[0.11610019207000732, 0.11610019207000732]","[[0.0, 0.11610019207000732], [0.11610019207000732, 0.0]]","[[0.0, 0.11610019207000732], [0.11610019207000732, 0.0]]","[0.3578278422355652, 0.34638720750808716]","[[0.0, 0.34719786047935486], [0.34719786047935486, 0.0]]",False,0.0,0.1343675851821899,10.0,0.3578278422355652,0.34638720750808716
a.tucs.andrejs_tucs_seq3,medium,true,high,8.171624524617124,"[""ProteinMPNN/LigandMPNN""]",a.tucs.andrejs_tucs_seq3,a.tucs.andrejs_tucs_seq3,32.62263107299805,4.863059997558594,0.1964736133813858,0.113821193575859,"[2.773279905319214, 4.712587356567383]","[[0.0, 16.33629608154297], [16.33629608154297, 0.0]]","[0.19178307056427002, 0.19726331532001495]","[0.11382119357585907, 0.11382119357585907]","[[0.0, 0.11382119357585907], [0.11382119357585907, 0.0]]","[[0.0, 0.11382119357585907], [0.11382119357585907, 0.0]]","[0.35701391100883484, 0.3239106237888336]","[[0.0, 0.32622629404067993], [0.32622629404067993, 0.0]]",False,0.0,0.1303516775369644,10.0,0.35701391100883484,0.3239106237888336
a.tucs.andrejs_tucs_seq8,weak,true,high,8.20595282146161,"[""ProteinMPNN/LigandMPNN""]",a.tucs.andrejs_tucs_seq8,a.tucs.andrejs_tucs_seq8,33.09714889526367,4.846095561981201,0.1850273460149765,0.1116979345679283,"[2.442568778991699, 4.715236186981201]","[[0.0, 16.457477569580078], [16.457477569580078, 0.0]]","[0.21853430569171906, 0.18567650020122528]","[0.11169793456792831, 0.11169793456792831]","[[0.0, 0.11169793456792831], [0.11169793456792831, 0.0]]","[[0.0, 0.11169793456792831], [0.11169793456792831, 0.0]]","[0.3855060040950775, 0.3268011212348938]","[[0.0, 0.33097147941589355], [0.33097147941589355, 0.0]]",False,0.0,0.1263638138771057,10.0,0.3855060040950775,0.3268011212348938
aureliabustos.wwt_noised_i_scaffold_shorted_var8423,weak,true,high,7.5771319187900605,"[""ProteinMPNN/LigandMPNN""]",aureliabustos.wwt_noised_i_scaffold_shorted_var8423,aureliabustos.wwt_noised_i_scaffold_shorted_var8423,32.802734375,4.926976203918457,0.1931678205728531,0.1073119342327117,"[2.4265859127044678, 4.821936130523682]","[[0.0, 16.972185134887695], [16.972185134887695, 0.0]]","[0.24360406398773193, 0.19403690099716187]","[0.10731193423271179, 0.10731193423271179]","[[0.0, 0.10731193423271179], [0.10731193423271179, 0.0]]","[[0.0, 0.10731193423271179], [0.10731193423271179, 0.0]]","[0.37400752305984497, 0.3242221772670746]","[[0.0, 0.3280273377895355], [0.3280273377895355, 0.0]]",False,0.0,0.1244831085205078,10.0,0.37400752305984497,0.3242221772670746
aureliabustos.wwt_noised_i_scaffold_shorted_var7524,weak,true,high,7.612131445170661,"[""ProteinMPNN/LigandMPNN""]",aureliabustos.wwt_noised_i_scaffold_shorted_var7524,aureliabustos.wwt_noised_i_scaffold_shorted_var7524,32.658729553222656,4.974542140960693,0.1973346620798111,0.1142672821879386,"[2.4872429370880127, 4.883257865905762]","[[0.0, 16.16511344909668], [16.16511344909668, 0.0]]","[0.2254769504070282, 0.19761061668395996]","[0.11426728218793869, 0.11426728218793869]","[[0.0, 0.11426728218793869], [0.11426728218793869, 0.0]]","[[0.0, 0.11426728218793869], [0.11426728218793869, 0.0]]","[0.3878948390483856, 0.32152649760246277]","[[0.0, 0.3265872895717621], [0.3265872895717621, 0.0]]",False,0.0,0.1308807581663131,10.0,0.3878948390483856,0.32152649760246277
aureliabustos.wwt_noised_i_scaffold_shorted_var9391,weak,true,medium,7.650617915443149,"[""ProteinMPNN/LigandMPNN""]",aureliabustos.wwt_noised_i_scaffold_shorted_var9391,aureliabustos.wwt_noised_i_scaffold_shorted_var9391,32.888675689697266,4.857923984527588,0.1922792345285415,0.1136554479598999,"[2.2690045833587646, 4.746783256530762]","[[0.0, 15.96920108795166], [15.96920108795166, 0.0]]","[0.23823001980781555, 0.19226457178592682]","[0.1136554479598999, 0.1136554479598999]","[[0.0, 0.1136554479598999], [0.1136554479598999, 0.0]]","[[0.0, 0.1136554479598999], [0.1136554479598999, 0.0]]","[0.38803815841674805, 0.32402873039245605]","[[0.0, 0.3288867473602295], [0.3288867473602295, 0.0]]",False,0.0,0.1293802112340927,10.0,0.38803815841674805,0.32402873039245605
aureliabustos.wt_noised_i_scaffold_shorted_var71,weak,true,high,7.815945028575037,"[""ProteinMPNN/LigandMPNN""]",aureliabustos.wt_noised_i_scaffold_shorted_var71,aureliabustos.wt_noised_i_scaffold_shorted_var71,33.12518310546875,4.990990161895752,0.1947761327028274,0.1061103865504264,"[2.345479965209961, 4.7942094802856445]","[[0.0, 16.486988067626953], [16.486988067626953, 0.0]]","[0.19133512675762177, 0.19593021273612976]","[0.10611038655042648, 0.10611038655042648]","[[0.0, 0.10611038655042648], [0.10611038655042648, 0.0]]","[[0.0, 0.10611038655042648], [0.10611038655042648, 0.0]]","[0.3555973768234253, 0.32925745844841003]","[[0.0, 0.3312518298625946], [0.3312518298625946, 0.0]]",False,0.0,0.1238435357809066,10.0,0.3555973768234253,0.32925745844841003
briannaughton.egfr_plus_egfr,weak,true,high,20.471320514786697,,briannaughton.egfr_plus_egfr,briannaughton.egfr_plus_egfr,34.83998107910156,4.882044792175293,0.2012038975954055,0.1154258772730827,"[2.8704140186309814, 4.775257587432861]","[[0.0, 14.916254997253418], [14.916254997253418, 0.0]]","[0.31604743003845215, 0.2039283663034439]","[0.11542587727308273, 0.11542587727308273]","[[0.0, 0.11542587727308273], [0.11542587727308273, 0.0]]","[[0.0, 0.11542587727308273], [0.11542587727308273, 0.0]]","[0.40917158126831055, 0.336367666721344]","[[0.0, 0.348399817943573], [0.348399817943573, 0.0]]",False,0.0,0.1325814723968505,10.0,0.40917158126831055,0.336367666721344
