Complex,binder_rmsd_aligned_on_binder,binder_rmsd_aligned_on_target
enzo.morro.design_0_n_0_mpnn_1.117_plddt_0.713_i_ptm_0.082_i_pae_27.542_rmsd_25.669,24.80338,23.555716
enzo.morro.design_0_n_1_mpnn_1.085_plddt_0.817_i_ptm_0.076_i_pae_28.084_rmsd_25.372,25.983707,22.581913
enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,26.902634,20.459677
fernando.meireles.design_hybrid_partial_diff_4_31_binder,21.428482,21.565968
fernando.meireles.design_hybrid_partial_diff_7_1_binder,19.764605,21.555563
fernando.meireles.design_hybrid_partial_diff_9_54_binder,19.272501,22.943197
fgndd1.fg_seq1,25.900011,22.85907
flowuenne.nf-proteindesign_design10,10.036508,23.407476
flowuenne.nf-proteindesign_design7,19.08101,22.877447
flowuenne.nf-proteindesign_design8,14.09588,22.02175
gitter.yolo23,17.548952,23.14367
gitter.yolo46,17.577112,22.90128
gitter.yolo48,18.329258,23.53356
hughy.4krp_b_a_89_rnd3_full,31.193415,21.42156
hughy.7om4_b_a_17_rnd2_v2_full,25.620174,21.245226
hughy.7om4_b_a_180_rnd1_v1_full,24.470903,21.952433
hughy.7om4_b_a_33_rnd2_v2_full,26.571854,22.474882
hughy.7om4_b_a_8_rnd2_v2_full,30.69802,21.431185
huiyu.cai.h3_15_2431_h,24.366322,21.61411
huiyu.cai.h3_15_2847_h,32.63444,21.064009
huiyu.cai.h3_15_3351_h,26.73619,21.22163
huiyu.cai.h3_15_4373_h,29.72739,21.743923
huiyu.cai.h3_15_877_h,24.259315,20.065931
jack.li.egfrbindingcandidate_7,23.888496,22.02127
jakublala.epitope_1_20aa.pdb,7.2724857,23.960127
jakublala.epitope_1_30aa.pdb,13.923902,22.527857
jakublala.epitope_2_30aa_1.pdb,14.512011,22.596987
jakublala.full_dibinder_45aa.pdb,17.003086,20.850483
jakublala.full_dibinder_45aa_2.pdb,10.721048,22.239164
joaosartori2.c1,16.410744,2.6194854
joaosartori2.c3,16.038595,3.1280758
joaosartori2.c4,14.684498,2.368276
joaosartori2.c6,15.8775425,2.8148243
joel.rf_diffusion_trim_3,16.533112,22.27344
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_211_iter_150,30.582054,4.111272
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_89_iter_216,26.463488,3.6852033
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_98_iter_184,26.032398,3.1757414
jude.wells.21.panitumumab_fused_trimmed_crossbreed3,25.558292,23.90126
jude.wells.21.panitumumab_fused_trimmed_task_12_iter_123,27.451733,3.6208143
julian.faust.becotatugxpimurutamab_scfv,26.206276,3.192735
julian.faust.demupitamab_mpnn_19_scfv,24.45297,23.959606
julian.faust.pimurutamab_mpnn_17_scfv,35.293007,2.959832
julian.faust.pimurutamab_mpnn_18_scfv,27.282131,3.401394
julian.faust.pimurutamabxbecotatug_scfv,30.662659,23.166576
julie.jg26n,20.897907,21.706434
julie.rj0aa,16.838118,22.251032
julie.ryfqy,17.382618,22.129873
junhee.park1999.egfr_binder_6,25.641119,3.2935343
junhee.park1999.egfr_binder_7,26.258911,3.0879464
junhee.park1999.egfr_binder_9,31.386534,22.857718
jvogt4.vogt_scfv_0128,32.56207,23.22487
jvogt4.vogt_scfv_2009,28.37159,22.682941
jvogt4.vogt_scfv_2143,29.224543,2.8670192
jvogt4.vogt_scfv_2279,30.562033,23.388556
jvogt4.vogt_scfv_2470,27.647923,20.783665
karmanyaaggarwal.ds002542,31.115509,22.402658
karmanyaaggarwal.ds003076,31.376581,21.459108
karmanyaaggarwal.ds004729,26.872505,21.972494
keaun.gafpvvfkadiarvsefvaigpstgylgslttmsgvnq,10.98321,22.674927
keaun.gifgvvfkadiarvsidvaidystgylgslttfsgcnq,14.757977,22.482977
keaun.gwfgvvfkadiagvsekvaielsggyegslttpsgwnq,17.025984,21.783733
keaun.gwfgvvfkadiardsefvailesqgylssittfsgwnq,15.42306,21.88947
keaun.gwfgvvfkadiarvsefvaiglstgplgsestfsiwrq,8.023282,21.737263
kerrding.seq5,18.31713,3.1850529
kerrding.seq6,17.273138,2.3236358
kerrding.seq7,16.013523,2.3034253
kerrding.seq8,17.272276,2.909255
kerrding.seq9,17.014496,21.787838
klima.jason.8hgo_design_4yyaf_0_0,22.03562,21.41141
klima.jason.8hgo_design_8gswy_1_2,18.086893,22.697342
klima.jason.8hgo_design_94eja_1_5,21.452473,22.974985
klima.jason.8hgo_design_jt8s1_0_3_proteinmpnn_20,24.479439,22.30712
klima.jason.8hgo_design_vdcjs_1_2,28.27027,21.940155
kurumida.yoichi.mg_05,18.992968,21.798388
lennart.nickel.egfr_l114_s69310_mpnn7,21.699924,22.433653
lennart.nickel.egfr_l139_s63093_mpnn2,31.576696,23.28465
lennart.nickel.egfr_l170_s20625_mpnn10,31.161879,23.29463
lennart.nickel.egfr_l179_s82283_mpnn1,21.585987,22.638086
lennart.nickel.egfr_l98_s70756_mpnn3,15.533608,21.955862
lhallee.lhallee_128_driveid_1_2,28.743359,22.850288
lhallee.lhallee_128_driveid_3_4,22.923416,22.339987
lhallee.lhallee_20_on_target_2000,8.992097,23.204132
lhallee.lhallee_40_full_driveid_8_9,10.212616,22.00767
lhallee.lhallee_40_target_driveid_10,12.90858,21.241943
lyu.1,23.726707,23.393269
lyu.2,23.386992,23.321707
lyu.3,24.592388,24.293064
markus.braun.egfr_binder_1,28.064882,23.196856
markus.braun.egfr_binder_3,31.483774,24.933205
markus.braun.egfr_binder_6,28.531588,23.916595
markus.braun.egfr_binder_7,29.952057,23.716618
markus.braun.egfr_binder_8,27.764355,20.32963
martin.egfr_l111_s89744_mpnn1,21.505384,21.801277
martin.egfr_l121_s46924_mpnn18,27.209463,20.262947
martin.egfr_l142_s75963_mpnn1,24.556715,22.214613
martin.egfr_l165_s31019_mpnn3,30.751652,22.705595
martin.egfr_l177_s77884_mpnn7,24.923927,24.023945
maxall4.egfr_ed_binder_l124_s860500_mpnn1_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_d81n_round1_chain_a,26.46737,22.538374
maxall4.egfr_ed_binder_l132_s581930_mpnn1_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_r79a_round1_chain_a,24.4662,22.942722
maxall4.egfr_ed_binder_l134_s906486_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_g108s_round1_y80d_chain_a,17.130102,21.806147
maxall4.egfr_ed_binder_l134_s906486_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_g108s_round1_chain_a,17.526861,24.476665
maxall4.egfr_trim_l126_s498823_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_l39g_round1_chain_a,15.261491,21.891994
mchrnwsk.marta_chronowska_dom1_l99_s666690_mpnn16,14.96271,21.47666
merlettaia.seq0v3,23.474249,22.82725
merlettaia.seq0v4,22.824999,22.60787
merlettaia.seq52v3,22.77735,21.592794
merlettaia.seq6v4,25.377924,22.613728
merlettaia.seq70v3,31.788872,21.785358
minji.lee.111,16.553076,21.681934
minji.lee.3458,22.700891,24.608942
minji.lee.386,17.01523,23.075863
minji.lee.3995,17.831554,23.080488
minji.lee.459,25.502316,23.173574
mlange05.a,30.588852,20.92906
mlange05.b,24.213398,22.418278
mlange05.c,25.326387,22.18529
mosquitolkfo.nab_design_1,24.197533,22.929525
mosquitolkfo.nab_design_3,22.970198,23.200417
mosquitolkfo.nab_design_6,25.00753,22.793772
mosquitolkfo.nab_design_7,26.029495,23.531496
mosquitolkfo.nab_design_9,27.547232,23.64903
nhaas.2,25.77982,3.3931434
nhaas.3,32.334446,3.671518
nhaas.4,32.76352,3.9000363
nhaas.6,26.765673,2.64606
nhaas.8,27.403915,21.590773
nicholas-schnicker.schnick_04,11.660451,21.82889
niklas.7a72d922-1677-4fc8-9315-d7996ba05d8e_l150_s530325711_mpnn12,24.460138,21.403046
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn19,25.10026,22.94924
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn2,19.45555,24.245102
niklas.e5a28fa3-3501-41c2-922c-ec848e0bc020_l81_s514858345_mpnn4,18.485281,21.865105
niklas.ee4629a9-322f-48f0-884d-8f4418db9bce_l151_s241659642_mpnn11,25.46185,2.7095869
nitesh.mishra3.stepwise_egf_based_egfr_binder_3,17.946985,21.79172
nitesh.mishra3.stepwise_rfdiff_egfr_binder_1,14.898574,22.548473
nitesh.mishra3.stepwise_scaffold_egfr_binder_6,15.324048,23.044786
noah.holzleitner.noah_egfr-binder_1,17.009659,22.614212
noah.holzleitner.noah_egfr-binder_2,20.965977,22.908783
noah.holzleitner.noah_egfr-binder_3,15.118155,22.202148
noah.holzleitner.noah_egfr-binder_4,11.114561,22.142408
noah.holzleitner.noah_egfr-binder_8,16.822989,22.285606
pastei5.egfr_binder_01,25.574488,22.462095
paulafcfranklin.synth_rosetta_1,13.181717,3.224916
paulafcfranklin.synth_rosetta_10,14.539903,2.402573
paulafcfranklin.synth_rosetta_2,12.79396,2.7944632
paulafcfranklin.synth_rosetta_3,16.089586,2.6234543
paulafcfranklin.synth_rosetta_4,17.927345,2.683685
paulafcfranklin.synth_rosetta_5,18.514109,2.4873264
paulafcfranklin.synth_rosetta_6,19.67939,2.4945793
paulafcfranklin.synth_rosetta_7,13.63921,2.7394783
paulafcfranklin.synth_rosetta_8,18.512804,2.3493502
paulafcfranklin.synth_rosetta_9,14.904878,3.0021474
praghava531.seq2,28.880468,21.826267
qilin_y.test4,21.45705,22.688295
qilin_y.test5,20.673912,22.216284
qilin_y.test6,22.31409,22.908758
qilin_y.test7,18.849564,23.353636
qilin_y.test8,6.3826356,22.67742
qxy615.s1_rfd_base_46_60,20.51967,24.22002
qxy615.s1_rfd_base_46_94,16.510874,21.125816
qxy615.s1_rfd_comp_beta_782_81,19.203516,22.157509
qy.qilin.yu.10-13-21_sample267_complex_42_complex,25.332096,23.083908
revoli.mutated_nab_5,21.892025,22.994366
revoli.mutated_nab_8,21.738306,22.54347
revoli.mutated_nab_9,26.90884,21.659065
rohith.mohan.model_67_69_2,12.618461,23.286741
round1zeroshot.k5q_n70s_k71r_n73t_s87t_n88d_r179k_k183r_e213d_s214p,27.287088,2.6909368
s1995825.cotimed_egf_netsolp_usability_1,14.999572,3.1314394
s1995825.cotimed_egf_netsolp_usability_2,13.824168,2.6818678
s1995825.cotimed_egf_netsolp_usability_3,15.165513,2.5742936
s1995825.cotimed_egf_netsolp_usability_4,11.366873,3.0175269
s1995825.cotimed_egf_netsolp_usability_5,11.787489,2.6078794
s1995825.cotimed_egf_netsolp_usability_6,13.7581625,2.960174
s1995825.cotimed_egf_netsolp_usability_7,14.459578,22.146185
s1995825.cotimed_egf_netsolp_usability_8,12.316149,3.117753
s1995825.timed_egf_netsolp_usability_consensus_1,12.352129,3.0348294
s1995825.timed_egf_netsolp_usability_consensus_2,13.140335,2.9123979
salireza111.seq119_3_001_8,19.916338,22.039528
salireza111.seq166_1_001_7,18.880054,21.617567
salireza111.seq166_3_002_4,17.796244,21.19707
salireza111.seq166_7_003_9,17.21985,21.615715
salireza111.seq206_1_001_6,19.320414,22.304798
silvia.toscani.b_egfr_6,14.104706,23.807535
spacecruiser42.d2_prompt_binder_t0.8_42,9.937002,22.84101
spacecruiser42.d2_prompt_binder_t0.8_88,5.3768826,23.905935
spacecruiser42.d2_prompt_binder_t1.0_139,6.9473224,22.753746
spacecruiser42.d2_prompt_binder_t1.0_22,9.0712385,22.855238
spacecruiser42.d2_prompt_binder_t1.0_37,6.6862197,23.461544
ssomani.17,24.079159,24.14945
stocco.filippo.1.3.3.18_13_0_iteration12_1.0279718223732435,14.9213295,23.545097
stocco.filippo.1.3.3.18_37_0_iteration3_1.024851931427025,14.278604,23.116932
stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,14.188953,3.7303195
stocco.filippo.1.3.3.18_4_2_iteration0_1.0407930462953479,13.421675,2.7972877
stocco.filippo.1.3.3.18_51_2_iteration3_1.0356664070457622,11.940391,3.6299682
stocco.filippo.1.3.3.18_65_0_iteration3_1.028317065130863,12.83072,2.7381592
tadaskluonis.cotimed_egf_bcseq_0,15.90093,3.89444
tadaskluonis.cotimed_egf_bcseq_1,8.635188,3.1348844
tadaskluonis.cotimed_egf_bcseq_2,13.662199,2.8920784
tadej.satler.egfr_binder_3,17.499252,23.328377
tarkhov.andrey.erithacus_rubecula_gigantus_1,32.990555,23.405844
tarkhov.andrey.erithacus_rubecula_gigantus_4,44.690376,22.352295
tarkhov.andrey.erithacus_rubecula_gigantus_7,38.314075,22.981913
tarkhov.andrey.erithacus_rubecula_gigantus_8,28.58961,2.7295325
tarkhov.andrey.erithacus_rubecula_gigantus_9,30.475943,24.495935
tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,15.138077,1.8972995
tim.silica_corpora_regions_sampled_epitope_0_generated_variant_6_rank_7_phase_2,30.169193,22.205423
tim.silica_corpora_regions_sampled_epitope_2_generated_variant_8_rank_3_phase_2,29.051579,22.446812
tim.silica_corpora_sampled_epitope_0_generated_variant_1_rank_8_phase_2,29.646618,22.80871
tim.silica_corpora_sampled_epitope_0_generated_variant_8_rank_1_phase_2,28.936462,22.658957
tim.silica_corpora_sampled_epitope_2_generated_variant_9_rank_6_phase_2,24.952637,20.650852
toluwase.fatoki.toluwase_sequence3_119,26.916683,22.064108
toluwase.fatoki.toluwase_sequence4_148,25.527555,23.236223
toluwase.fatoki.toluwase_sequence6_112,23.099815,21.897497
wtj19921231.egfr_binder_design_208_dldesign_0_cycle1_run5_af2pred.pdb_a,13.782492,23.820627
x.rustamov.p_vhh_partial_1_32,25.858568,21.786297
x.rustamov.traj_11_8_model_5_0,32.43568,22.536825
x.rustamov.traj_4_8_model_1_5,30.137632,22.509832
x.rustamov.traj_6_1_model_1_8,22.600863,22.901552
x.rustamov.traj_9_8_model_1_0,25.812452,22.218603
xiuming_li2015.eureka_seq_1,32.867493,4.8306603
xiuming_li2015.eureka_seq_3,25.679646,2.988796
xiuming_li2015.eureka_seq_4,27.077555,2.815242
youngsuko2000.fast4,16.616577,3.1370082
youngsuko2000.last,15.742605,3.0898173
youngsuko2000.queen,16.443445,2.6316018
z_peplib.pepseq_design_6,17.790676,24.248678
z_peplib.pepseq_design_8,20.501217,21.956585
z_peplib.pepseq_design_9,12.000424,21.697777
zalavi.shortrustamov_ggg_zalavi3,30.572596,21.138437
zalavi.zalavi3_ggg_shortpacesa,26.075546,23.385563
zalavi.zalavi3_mergedaltered_rustamov,30.054905,21.339748
zhoup1366.dbz1___a,20.572754,20.634367
zhoup1366.dbz10___a,27.873373,22.535744
zhoup1366.dbz6___a,20.155945,21.689806
zhoup1366.dbz7___a,24.38347,23.524857
zhoup1366.dbz8___a,25.207525,23.06263
zulfatmi.pocket1pep78,8.619954,24.739254
zulfatmi.pocket2pep63,8.873874,23.324476
zulfatmi.pocket7pep42,5.9197392,23.21046
