Complex,binder_rmsd_aligned_on_binder,binder_rmsd_aligned_on_target
aureliabustos.wwt_noised_i_scaffold_shorted_var7524,0.5974757,1.9846318
aureliabustos.wwt_noised_i_scaffold_shorted_var8423,0.42200705,1.4958562
aureliabustos.wwt_noised_i_scaffold_shorted_var9391,0.6867961,2.5339477
baptiste.roelens.ognk,0.4991687,38.501926
begonia.sp.13.egfr_l110_s478327_mpnn7_model2,1.0355034,38.667255
begonia.sp.13.egfr_l61_s456546_mpnn1_model1,0.5359062,42.65246
begonia.sp.13.egfr_l88_s11832_mpnn1_model2,1.5137196,39.11841
binom16.pocket1pep15,5.908922,21.017061
binom16.pocket2pep86,4.63338,16.315483
binom16.pocket2pep89,1.1685852,13.071762
binom16.pocket3pep98,8.0897665,26.643358
binom16.pocket7pep80,6.247589,25.545639
biolucasmachado.engineered_binder_1,3.3431888,43.98856
biolucasmachado.engineered_binder_2,1.1222435,42.839764
biolucasmachado.engineered_binder_3,2.4959586,3.092511
biolucasmachado.engineered_binder_4,1.1083007,1.9145488
biolucasmachado.engineered_binder_5,0.5014065,0.8576507
biolucasmachado.engineered_binder_6,3.5114722,5.188268
biolucasmachado.engineered_binder_7,0.5633876,1.3101552
biolucasmachado.engineered_binder_8,2.1995342,3.1350775
biolucasmachado.engineered_binder_9,0.76689446,1.6567719
briannaughton.1_plus_2,14.231428,51.638985
briannaughton.1_plus_egfr,22.661299,34.63653
briannaughton.2_plus_1,12.199114,40.569042
briannaughton.2_plus_2,12.967924,78.924644
briannaughton.egfr_plus_egfr,20.400019,22.600065
bronte.egfr_binder_4_91,0.6028031,23.795399
bundit.b_s18.manbaritone_seq3_egfr-binder-70-100_beta_303_dldesign_6_lenght71,8.253671,58.722008
bundit.b_s18.manbaritone_seq5_egfr-binder-70-100_beta_303_dldesign_1_length71,8.421567,50.450554
bundit.b_s18.manbaritone_seq6_egfr-binder-70-100_beta_778_dldesign_0_length71,0.34986454,32.87291
cameron.kroll.gertrude_gen3,0.9012663,59.873116
cameron.kroll.gertrude_gen3_s69d_n61e,0.88128793,67.21296
cameron.kroll.gertrude_gen5,0.86463654,55.458225
cameron.kroll.gertrude_gen6,0.9302709,55.347904
cameron.kroll.leitner,0.9100617,78.27646
carson.vaux.baker1_18,0.47431856,54.92202
cbrown.cbrown_0005_2_egfr_l81_s801188_mpnn1_model1,0.27647877,33.04034
ccalia.paesani_lab_design1,19.48797,53.899857
ccalia.paesani_lab_design2,19.180387,51.806805
ccalia.paesani_lab_design3,22.78837,46.481133
ccalia.paesani_lab_design8,13.927392,61.71877
ccalia.paesani_lab_design9,21.498732,33.215446
cchallacombe.1,3.65352,84.55894
cchallacombe.4,2.1644797,47.261925
cchallacombe.6,0.7418623,75.679
chenceshi1105.steven_binder_design_l75_s60968_it100_mpnn0,2.959857,43.819122
chenceshi1105.steven_binder_design_l82_s44755_it100_mpnn6,0.94287276,32.290943
chenceshi1105.steven_binder_design_l89_s48081_it100_mpnn4,0.21455765,41.476353
christoph.gruber.binder12_1,10.115792,28.409935
christoph.gruber.upperbinder_scaffold1_lowerbinder,4.268251,14.881309
christoph.gruber.upperbinder_scaffold2_lowerbinder,10.481383,19.418236
christoph.gruber.upperbinder_scaffold3_lowerbinder,19.89584,42.58078
christoph.gruber.upperbinder_xten_lowerbinder,16.616701,37.90428
chrisxushaoyong.hu_nano1_1_ff3e18,1.1143982,48.740227
chrisxushaoyong.hu_nano1_3_eef94e,0.4136654,14.418967
chrisxushaoyong.hu_nano1_5_559c85,1.102105,67.84582
chrisxushaoyong.hu_nano2_2_7ef96e,1.57739,40.281864
chrisxushaoyong.hu_nano2_4_85252b,2.7824275,33.82069
chuh.egfr_seg1_l58_s941869_mpnn2,0.28552017,13.619337
chuh.egfr_seg2_l58_s53469_mpnn1,0.7600869,47.486805
chuh.egfr_seg2_l62_s244475_mpnn4,0.8855862,50.836666
colby.tupegfr_001___anti-egfr_fv-like_protein_diffused_with_evodiff,13.541538,58.76643
colby.tupegfr_006___anti-egfr_fv-like_protein_diffused_with_evodiff,5.9976215,58.684437
colby.tupegfr_010___anti-egfr_fv-like_protein_diffused_with_evodiff,12.854565,45.675385
colby.tupegfr_012___anti-egfr_fv-like_protein_diffused_with_evodiff,21.63002,39.964283
colby.tupegfr_018___anti-egfr_fv-like_protein_diffused_with_esm3,6.253328,60.619766
coreyhowe99.corey82,0.6256559,43.643
darius.szablowski.egfr_binder_1___top_binder_1,0.4045808,30.77456
darius.szablowski.egfr_binder_2___ggggs_3_linked_top_binders_1_and_2,12.328646,45.40873
darius.szablowski.egfr_binder_3___ggggs_3_linked_top_binders_1_rev_and_2_rev,20.78412,58.54663
darius.szablowski.egfr_binder_4___ggggs_3_linked_top_binders_1_and_2_efficiently_evolved,15.657464,25.470247
darius.szablowski.egfr_binder_5___ggggs_3_linked_top_binders_1_and_2_efficiently_evolved_and_sapiens_evolved,21.171108,28.915024
deepsatflow.6aru_final_chain_a_domain_3_l138_s466479_mpnn9,1.2018822,56.54179
deepsatflow.6aru_final_chain_a_domain_3_l142_s806907_mpnn1,0.4210705,3.4975333
deepsatflow.6aru_final_chain_a_domain_3_l147_s945609_mpnn1,2.09964,48.963108
dre.lgdl_egfr_001,12.487438,51.780712
dre.lgdl_egfr_008,7.831094,30.642668
duynth29.duy_l111_mpnn14,0.6930569,47.048088
duynth29.duy_l111_mpnn14_i36m__l80m_l42m,3.4199007,41.590572
duynth29.duy_l111_mpnn14_l80m_l42m,3.2516782,42.877777
duynth29.l148_mpnn1,0.5094405,2.795425
duynth29.l88_mpnn5,1.1164409,46.89255
eceiiitn786.8s2,2.6234543,45.10083
elian.elian1,0.6217012,39.678562
elian.elian2,1.1273984,38.55599
elian.elian3,0.702479,36.570984
elian.elian4,0.6390255,38.679638
elian.elian5,1.4909954,40.058014
enzo.morro.design_0_n_0_mpnn_1.117_plddt_0.713_i_ptm_0.082_i_pae_27.542_rmsd_25.669,4.702522,25.243124
enzo.morro.design_0_n_1_mpnn_1.085_plddt_0.817_i_ptm_0.076_i_pae_28.084_rmsd_25.372,11.235249,32.098537
enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,1.9995995,74.67191
fernando.meireles.design_hybrid_partial_diff_4_31_binder,9.603127,26.481808
fernando.meireles.design_hybrid_partial_diff_7_1_binder,9.210571,55.35646
fernando.meireles.design_hybrid_partial_diff_9_54_binder,9.770759,47.11357
fgndd1.fg_seq1,0.919687,37.788013
flowuenne.nf-proteindesign_design10,0.3964118,64.3923
flowuenne.nf-proteindesign_design7,5.4405737,40.174152
flowuenne.nf-proteindesign_design8,10.852421,25.117527
gitter.yolo23,0.76820993,37.241077
gitter.yolo46,0.6063855,7.649225
gitter.yolo48,0.34655765,37.897667
hughy.4krp_b_a_89_rnd3_full,0.94144523,82.454384
hughy.7om4_b_a_17_rnd2_v2_full,1.0052445,51.260437
hughy.7om4_b_a_180_rnd1_v1_full,1.4006252,97.66421
hughy.7om4_b_a_33_rnd2_v2_full,0.674487,53.216553
hughy.7om4_b_a_8_rnd2_v2_full,1.8165632,44.638588
huiyu.cai.h3_15_2431_h,3.974406,37.791374
huiyu.cai.h3_15_2847_h,1.7910454,20.481264
huiyu.cai.h3_15_3351_h,1.2246301,48.13384
huiyu.cai.h3_15_4373_h,0.5091477,43.704353
huiyu.cai.h3_15_877_h,0.900365,26.52149
jack.li.egfrbindingcandidate_7,6.860353,101.26374
jakublala.epitope_1_20aa.pdb,5.513674,44.007656
jakublala.epitope_1_30aa.pdb,2.0997944,17.565338
jakublala.epitope_2_30aa_1.pdb,8.245043,25.060522
jakublala.full_dibinder_45aa.pdb,8.323703,27.217558
jakublala.full_dibinder_45aa_2.pdb,9.071097,27.30566
joaosartori2.c1,4.0824647,4.3792605
joaosartori2.c3,1.0686597,2.4298809
joaosartori2.c4,3.9371717,4.7809987
joaosartori2.c6,1.4119567,2.229886
joel.rf_diffusion_trim_3,9.772368,50.504242
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_211_iter_150,1.0434688,49.155197
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_89_iter_216,1.4572757,47.74816
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_98_iter_184,1.1300718,52.08927
jude.wells.21.panitumumab_fused_trimmed_crossbreed3,1.8215027,34.315693
jude.wells.21.panitumumab_fused_trimmed_task_12_iter_123,2.6200602,49.387154
julian.faust.becotatugxpimurutamab_scfv,2.579081,47.511093
julian.faust.demupitamab_mpnn_19_scfv,3.5858345,34.48008
julian.faust.pimurutamab_mpnn_17_scfv,3.2622943,47.093704
julian.faust.pimurutamab_mpnn_18_scfv,3.3807504,47.528103
julian.faust.pimurutamabxbecotatug_scfv,3.4507651,48.476105
julie.jg26n,0.34796444,12.524981
julie.rj0aa,0.20837696,14.021197
julie.ryfqy,11.002002,21.127584
junhee.park1999.egfr_binder_6,6.4273853,54.956924
junhee.park1999.egfr_binder_7,3.1959767,119.534225
junhee.park1999.egfr_binder_9,2.7622423,59.87994
jvogt4.vogt_scfv_0128,1.6749203,42.993206
jvogt4.vogt_scfv_2009,2.3424082,36.720596
jvogt4.vogt_scfv_2143,2.0118659,24.787672
jvogt4.vogt_scfv_2279,2.8772583,35.06932
jvogt4.vogt_scfv_2470,2.2349598,68.03128
karmanyaaggarwal.ds002542,0.33043233,55.356045
karmanyaaggarwal.ds003076,0.27704787,13.544062
karmanyaaggarwal.ds004729,1.0741711,10.656218
keaun.gafpvvfkadiarvsefvaigpstgylgslttmsgvnq,7.337645,28.820719
keaun.gifgvvfkadiarvsidvaidystgylgslttfsgcnq,10.005771,23.033045
keaun.gwfgvvfkadiagvsekvaielsggyegslttpsgwnq,12.4981985,20.147781
keaun.gwfgvvfkadiardsefvailesqgylssittfsgwnq,4.934411,19.756065
keaun.gwfgvvfkadiarvsefvaiglstgplgsestfsiwrq,8.095002,18.128683
kerrding.seq5,1.3512714,3.3467085
kerrding.seq6,1.0069805,2.6727247
kerrding.seq7,1.5712132,2.9732487
kerrding.seq8,1.1967673,3.045784
kerrding.seq9,1.5251383,51.704697
klima.jason.8hgo_design_4yyaf_0_0,7.8329206,40.887722
klima.jason.8hgo_design_8gswy_1_2,12.445558,19.471558
klima.jason.8hgo_design_94eja_1_5,13.69889,21.35337
klima.jason.8hgo_design_jt8s1_0_3_proteinmpnn_20,13.450331,47.029667
klima.jason.8hgo_design_vdcjs_1_2,10.358564,33.32132
kurumida.yoichi.mg_05,0.37972072,13.1059475
lennart.nickel.egfr_l114_s69310_mpnn7,0.96568006,37.936966
lennart.nickel.egfr_l139_s63093_mpnn2,1.3908944,35.422455
lennart.nickel.egfr_l170_s20625_mpnn10,13.332821,38.46864
lennart.nickel.egfr_l179_s82283_mpnn1,2.0498226,4.117586
lennart.nickel.egfr_l98_s70756_mpnn3,1.4094154,48.167877
lhallee.lhallee_128_driveid_1_2,22.009941,37.442337
lhallee.lhallee_128_driveid_3_4,12.883457,20.319384
lhallee.lhallee_20_on_target_2000,6.7074566,53.18954
lhallee.lhallee_40_full_driveid_8_9,4.9012103,25.450016
lhallee.lhallee_40_target_driveid_10,8.381936,25.136402
lyu.1,0.6283089,58.09203
lyu.2,0.7284698,36.91178
lyu.3,0.9774838,50.66108
markus.braun.egfr_binder_1,8.137626,52.557312
markus.braun.egfr_binder_3,0.6994738,65.18675
markus.braun.egfr_binder_6,0.29605806,10.537866
markus.braun.egfr_binder_7,13.044686,48.00039
markus.braun.egfr_binder_8,4.3236656,66.60415
martin.egfr_l111_s89744_mpnn1,3.261262,46.122982
martin.egfr_l121_s46924_mpnn18,1.8658931,65.1605
martin.egfr_l142_s75963_mpnn1,4.449324,45.5027
martin.egfr_l165_s31019_mpnn3,0.65589476,45.238926
martin.egfr_l177_s77884_mpnn7,2.7971287,45.173874
maxall4.egfr_ed_binder_l124_s860500_mpnn1_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_d81n_round1_chain_a,0.6395662,3.5792334
maxall4.egfr_ed_binder_l132_s581930_mpnn1_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_r79a_round1_chain_a,0.3850917,2.1516128
maxall4.egfr_ed_binder_l134_s906486_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_g108s_round1_y80d_chain_a,0.5371901,37.81938
maxall4.egfr_ed_binder_l134_s906486_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_g108s_round1_chain_a,1.0829446,65.83769
maxall4.egfr_trim_l126_s498823_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_l39g_round1_chain_a,2.4161475,52.384705
mchrnwsk.marta_chronowska_dom1_l99_s666690_mpnn16,0.4070561,21.82728
merlettaia.seq0v3,3.54082,36.03525
merlettaia.seq0v4,0.93959135,14.237789
merlettaia.seq52v3,5.329695,46.547962
merlettaia.seq6v4,2.7889884,33.224392
merlettaia.seq70v3,2.2428284,89.11201
minji.lee.111,3.1693785,48.54994
minji.lee.3458,1.6223887,75.55644
minji.lee.386,5.67792,58.324196
minji.lee.3995,1.0599849,50.536716
minji.lee.459,2.4062438,59.65722
mlange05.a,1.0995213,64.993774
mlange05.b,0.9037028,37.136234
mlange05.c,1.3298454,37.614326
mosquitolkfo.nab_design_1,1.7534739,43.953777
mosquitolkfo.nab_design_3,1.5850054,44.40875
mosquitolkfo.nab_design_6,3.2267206,61.014336
mosquitolkfo.nab_design_7,1.5168467,64.389786
mosquitolkfo.nab_design_9,1.4747376,42.034912
nhaas.2,2.4264884,29.46168
nhaas.3,1.8608432,47.400063
nhaas.4,2.4968526,59.131763
nhaas.6,1.8432357,80.932
nhaas.8,2.1975842,46.71547
nicholas-schnicker.schnick_04,0.388088,41.676334
niklas.7a72d922-1677-4fc8-9315-d7996ba05d8e_l150_s530325711_mpnn12,1.2711521,40.57611
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn19,0.9289385,20.973354
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn2,3.0590105,6.0260205
niklas.e5a28fa3-3501-41c2-922c-ec848e0bc020_l81_s514858345_mpnn4,0.8718226,52.885048
niklas.ee4629a9-322f-48f0-884d-8f4418db9bce_l151_s241659642_mpnn11,0.9286761,2.8717957
nitesh.mishra3.stepwise_egf_based_egfr_binder_3,1.6184388,20.21781
nitesh.mishra3.stepwise_rfdiff_egfr_binder_1,0.5278342,47.34222
nitesh.mishra3.stepwise_scaffold_egfr_binder_6,0.5408549,41.99045
noah.holzleitner.noah_egfr-binder_1,0.39373535,51.39526
noah.holzleitner.noah_egfr-binder_2,0.5293228,53.46754
noah.holzleitner.noah_egfr-binder_3,1.2951559,57.533203
noah.holzleitner.noah_egfr-binder_4,0.27275223,24.488585
noah.holzleitner.noah_egfr-binder_8,2.5631146,46.893936
pastei5.egfr_binder_01,0.85887223,92.26411
paulafcfranklin.synth_rosetta_1,0.5981996,2.2108088
paulafcfranklin.synth_rosetta_10,0.67269707,1.8826706
paulafcfranklin.synth_rosetta_2,0.5828987,1.1168611
paulafcfranklin.synth_rosetta_3,0.44958755,2.4851806
paulafcfranklin.synth_rosetta_4,0.96448404,2.5378785
paulafcfranklin.synth_rosetta_5,1.0383608,3.2732346
paulafcfranklin.synth_rosetta_6,0.6970109,1.9765891
paulafcfranklin.synth_rosetta_7,0.72507536,1.9230303
paulafcfranklin.synth_rosetta_8,0.9059512,2.9242845
paulafcfranklin.synth_rosetta_9,2.1503303,3.1114202
praghava531.seq2,0.43237737,39.135715
qilin_y.test4,11.222161,70.70402
qilin_y.test5,9.372537,44.032616
qilin_y.test6,3.9549906,42.509926
qilin_y.test7,12.480225,37.224922
qilin_y.test8,2.994737,40.22388
qxy615.s1_rfd_base_46_60,0.79020697,79.01131
qxy615.s1_rfd_base_46_94,2.1847687,15.074028
qxy615.s1_rfd_comp_beta_782_81,1.8981414,39.61683
qy.qilin.yu.10-13-21_sample267_complex_42_complex,1.039635,24.393696
revoli.mutated_nab_5,0.51268953,49.354687
revoli.mutated_nab_8,0.63008195,42.02073
revoli.mutated_nab_9,0.5598815,42.43828
rohith.mohan.model_67_69_2,2.2724645,54.977028
round1zeroshot.k5q_n70s_k71r_n73t_s87t_n88d_r179k_k183r_e213d_s214p,2.2780874,47.21223
s1995825.cotimed_egf_netsolp_usability_1,0.7307727,1.7660534
s1995825.cotimed_egf_netsolp_usability_2,0.6243312,2.4189057
s1995825.cotimed_egf_netsolp_usability_3,0.69088167,2.5968208
s1995825.cotimed_egf_netsolp_usability_4,1.1166185,1.9055161
s1995825.cotimed_egf_netsolp_usability_5,0.59765655,2.3880124
s1995825.cotimed_egf_netsolp_usability_6,0.51308644,2.2396927
s1995825.cotimed_egf_netsolp_usability_7,1.5412525,46.513832
s1995825.cotimed_egf_netsolp_usability_8,0.59610134,2.5268342
s1995825.timed_egf_netsolp_usability_consensus_1,0.7238813,2.1229994
s1995825.timed_egf_netsolp_usability_consensus_2,0.4593448,2.007424
salireza111.seq119_3_001_8,0.7779657,72.59258
salireza111.seq166_1_001_7,5.03158,26.553568
salireza111.seq166_3_002_4,6.173,20.949446
salireza111.seq166_7_003_9,0.5319702,23.991264
salireza111.seq206_1_001_6,15.730904,55.632534
silvia.toscani.b_egfr_6,0.40422034,49.44971
spacecruiser42.d2_prompt_binder_t0.8_42,2.2670877,27.52812
spacecruiser42.d2_prompt_binder_t0.8_88,3.8408573,11.541309
spacecruiser42.d2_prompt_binder_t1.0_139,3.43961,43.17927
spacecruiser42.d2_prompt_binder_t1.0_22,3.4124908,41.394653
spacecruiser42.d2_prompt_binder_t1.0_37,3.7991765,46.03821
ssomani.17,0.67974305,21.164965
stocco.filippo.1.3.3.18_13_0_iteration12_1.0279718223732435,0.6912867,43.154022
stocco.filippo.1.3.3.18_37_0_iteration3_1.024851931427025,0.7252589,42.084644
stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,0.8859795,1.6458936
stocco.filippo.1.3.3.18_4_2_iteration0_1.0407930462953479,1.0910628,1.6622834
stocco.filippo.1.3.3.18_51_2_iteration3_1.0356664070457622,1.0362008,2.7793407
stocco.filippo.1.3.3.18_65_0_iteration3_1.028317065130863,1.0951298,2.5355227
tadaskluonis.cotimed_egf_bcseq_0,0.95082694,1.3363625
tadaskluonis.cotimed_egf_bcseq_1,1.404765,3.1900232
tadaskluonis.cotimed_egf_bcseq_2,0.53349406,2.1923077
tadej.satler.egfr_binder_3,0.4280086,38.060562
tarkhov.andrey.erithacus_rubecula_gigantus_1,15.177915,34.434284
tarkhov.andrey.erithacus_rubecula_gigantus_4,43.8307,54.75666
tarkhov.andrey.erithacus_rubecula_gigantus_7,19.574224,32.97398
tarkhov.andrey.erithacus_rubecula_gigantus_8,16.516663,27.110668
tarkhov.andrey.erithacus_rubecula_gigantus_9,22.720024,72.77026
tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,2.175895,4.2538466
tim.silica_corpora_regions_sampled_epitope_0_generated_variant_6_rank_7_phase_2,1.5105251,40.833096
tim.silica_corpora_regions_sampled_epitope_2_generated_variant_8_rank_3_phase_2,2.7558048,69.53487
tim.silica_corpora_sampled_epitope_0_generated_variant_1_rank_8_phase_2,1.9006773,36.912807
tim.silica_corpora_sampled_epitope_0_generated_variant_8_rank_1_phase_2,1.3903023,10.303454
tim.silica_corpora_sampled_epitope_2_generated_variant_9_rank_6_phase_2,0.93079805,8.91465
toluwase.fatoki.toluwase_sequence3_119,17.882074,23.615269
toluwase.fatoki.toluwase_sequence4_148,18.66248,52.122307
toluwase.fatoki.toluwase_sequence6_112,15.662484,74.38831
wtj19921231.egfr_binder_design_208_dldesign_0_cycle1_run5_af2pred.pdb_a,6.851303,35.149387
x.rustamov.p_vhh_partial_1_32,0.37567884,75.85407
x.rustamov.traj_11_8_model_5_0,1.3675809,47.374474
x.rustamov.traj_4_8_model_1_5,1.5300885,46.353027
x.rustamov.traj_6_1_model_1_8,2.269617,57.680786
x.rustamov.traj_9_8_model_1_0,1.812872,90.76158
xiuming_li2015.eureka_seq_1,1.5307195,46.478504
xiuming_li2015.eureka_seq_3,1.6110018,47.265335
xiuming_li2015.eureka_seq_4,1.884344,46.518932
youngsuko2000.fast4,1.1285337,2.326399
youngsuko2000.last,1.4833527,3.500469
youngsuko2000.queen,2.1492238,3.1600957
z_peplib.pepseq_design_6,11.408271,59.733505
z_peplib.pepseq_design_8,11.240295,71.51828
z_peplib.pepseq_design_9,19.949512,54.0988
zalavi.shortrustamov_ggg_zalavi3,11.183777,47.346928
zalavi.zalavi3_ggg_shortpacesa,8.525248,32.015163
zalavi.zalavi3_mergedaltered_rustamov,14.624908,34.514004
zhoup1366.dbz1___a,0.6090112,86.10955
zhoup1366.dbz10___a,1.1525203,32.916355
zhoup1366.dbz6___a,2.007304,55.796246
zhoup1366.dbz7___a,1.8042171,77.50742
zhoup1366.dbz8___a,1.5568694,41.375122
zulfatmi.pocket1pep78,3.8666263,37.65942
zulfatmi.pocket2pep63,1.1072284,19.221607
zulfatmi.pocket7pep42,4.4378924,67.94126
